tls_version,scope,metric,mean,std,n,runs,success_rate
1.3_hybrid,client,port,44330.0,0.0,16,16,1.0
1.3_hybrid,client,payload_bytes,524288000.0,0.0,16,16,1.0
1.3_hybrid,client,tcp_connect_time_ms,0.6533562482218258,0.04438212239324075,16,16,1.0
1.3_hybrid,client,client_hello_time_ms,0.1338500005658716,0.01833706357778251,16,16,1.0
1.3_hybrid,client,server_hello_time_ms,6.340793763229158,0.2912668309905392,16,16,1.0
1.3_hybrid,client,ecdh_time_ms,0.2715437512961216,0.030474703852942833,16,16,1.0
1.3_hybrid,client,mlkem_encapsulation_time_ms,0.23550001060357317,0.026598346196941916,16,16,1.0
1.3_hybrid,client,signature_verification_time_ms,1.106581235944759,0.2685104389023639,16,16,1.0
1.3_hybrid,client,key_derivation_time_ms,0.24795626086415723,0.03964863759044836,16,16,1.0
1.3_hybrid,client,total_handshake_time_ms,15.424181285197847,0.47942566217907406,16,16,1.0
1.3_hybrid,client,handshake_time_ms,15.424181285197847,0.47942566217907406,16,16,1.0
1.3_hybrid,client,ping_rtt_ms,0.4918999984511174,0.07346918637058344,16,16,1.0
1.3_hybrid,client,bytes_sent,524288000.0,0.0,16,16,1.0
1.3_hybrid,client,encrypt_time_ms,997.1407562698005,24.078287479153648,16,16,1.0
1.3_hybrid,client,bytes_received,524288000.0,0.0,16,16,1.0
1.3_hybrid,client,decrypt_time_ms,1305.2492874921882,34.20146295373637,16,16,1.0
1.3_hybrid,client,end_to_end_transfer_time_ms,2302.3917875107145,36.766889209091204,16,16,1.0
1.3_hybrid,client,throughput_bytes_per_sec,227768892.81441435,3633390.389479773,16,16,1.0
1.3_hybrid,server,port,44330.0,0.0,16,16,1.0
1.3_hybrid,server,client_hello_time_ms,0.11701249604811892,0.02074289212803716,16,16,1.0
1.3_hybrid,server,server_hello_time_ms,0.10335625120205805,0.014206111204705581,16,16,1.0
1.3_hybrid,server,ecdh_time_ms,0.23016874183667824,0.021198563687644677,16,16,1.0
1.3_hybrid,server,mlkem_decapsulation_time_ms,0.5565312239923514,0.07773323959214015,16,16,1.0
1.3_hybrid,server,signature_generation_time_ms,0.7388562589767389,0.25419685800397473,16,16,1.0
1.3_hybrid,server,key_derivation_time_ms,0.2664562562131323,0.036042028792003876,16,16,1.0
1.3_hybrid,server,total_handshake_time_ms,108.83916251623305,1.5131169077798883,16,16,1.0
1.3_hybrid,server,handshake_time_ms,108.83916251623305,1.5131169077798883,16,16,1.0
1.3_hybrid,server,bytes_received,524288000.0,0.0,16,16,1.0
1.3_hybrid,server,decrypt_time_ms,1326.489874998515,23.56068995335791,16,16,1.0
1.3_hybrid,server,bytes_sent,524288000.0,0.0,16,16,1.0
1.3_hybrid,server,encrypt_time_ms,1015.6839625196881,35.29854449641211,16,16,1.0
1.3_hybrid,server,transfer_duration_ms,2343.4371749899583,37.022103721417764,16,16,1.0
1.3_hybrid,server,throughput_bytes_per_sec,223778372.07441494,3531338.906011871,16,16,1.0
