Metric,Classical_Mean,Classical_Std,Hybrid_Mean,Hybrid_Std,Overhead_Percent,Classical_Count,Hybrid_Count
Decryption Time,2.5332468735541624,0.6425876659583933,5.53486250100832,1.0838414043305662,118.4888712896296,32,32
Encryption Time,1.7729937485455594,0.3500344153218192,4.750903125113837,0.7780586706298382,167.959383895806,32,32
End-to-End Transfer Time,4.307771872845478,0.912643797379562,10.287475001405255,1.69150439583088,138.81197298894827,32,32
Handshake Time,8.601350001754327,0.6048585941077315,27.10867187670374,1.6546245234661718,215.16764079097666,32,32
Round-Trip Time,0.8783218759162992,0.29125832830275855,0.9830093727032363,0.12274588814532586,11.91903556742488,32,32
Throughput,250773638.90956265,36741999.72838627,103860389.53714931,12262881.766741224,-58.584008275844,32,32
