Metric,Classical_Mean,Classical_Std,Hybrid_Mean,Hybrid_Std,Overhead_Percent,Classical_Count,Hybrid_Count
Decryption Time,2045.690087499679,11.873548723148655,3406.026562486659,67.26056718538469,66.49768131054667,16,16
Encryption Time,969.2578562389826,3.6010430340355413,2092.8930562513415,55.14675316844356,115.9273760619705,16,16
End-to-End Transfer Time,3014.9504187502316,13.591527850615527,5498.921337501088,97.24875097910385,82.38845001572268,16,16
Handshake Time,4.9545375077286735,0.3028253557122393,15.657406256650575,0.6229601466604993,216.02155059329556,16,16
Throughput,356145887.21934175,1598496.0603693826,195321696.9697371,3475695.7302770936,-45.1568292716397,16,16
