Metric,Classical_Mean,Classical_Std,Hybrid_Mean,Hybrid_Std,Overhead_Percent,Classical_Count,Hybrid_Count
Decryption Time,2133.600268745795,8.384681764299705,3352.6494437319343,56.58176662516916,57.13578090720524,16,16
Encryption Time,962.8748000031919,9.41541294014756,2228.468025001348,69.2703091778495,131.43902249741717,16,16
Handshake Time,8.239900016633328,0.32411897369388654,110.57882499881089,2.691001208136556,1241.9923151445153,16,16
Throughput,346465014.9866272,1532985.270215388,192350722.6487341,3381470.886565288,-44.481920445514994,16,16
Transfer Duration,3099.1920312517323,13.76999358657666,5583.816431259038,97.58481694461764,80.17006932622343,16,16
