mode,payload_bytes,endpoint,metric,attempted,n,mean,median,standard_deviation,ci95_low,ci95_high,minimum,maximum
native,1048576,client,upload_send_ms,16,16,3.4434125,3.42015,0.1141220100009927,3.382601173411267,3.504223826588733,3.3366,3.8231
native,1048576,client,download_receive_ms,16,16,3.40426875,3.43705,0.14426916380502106,3.327393139092391,3.4811443609076087,2.966,3.5905
native,1048576,client,transfer_total_ms,16,16,6.91265,6.944100000000001,0.1899628630373141,6.8114259354764926,7.013874064523508,6.3751,7.2511
native,1048576,client,throughput_mbps,16,16,2428.8098219105764,2416.0417578820807,69.1204603292609,2391.9781284711626,2465.64151534999,2313.747707244418,2631.6788756254805
native,1048576,client,process_cpu_ms,16,16,10.7421875,15.625,12.393754202386244,4.138022059387473,17.346352940612526,0.0,46.875
native,1048576,client,handshake_framed_bytes_sent,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,1048576,client,handshake_framed_bytes_received,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,1048576,client,application_framed_bytes_sent,16,16,1049116.0,1049116.0,0.0,1049116.0,1049116.0,1049116.0,1049116.0
native,1048576,client,application_framed_bytes_received,16,16,1049064.0,1049064.0,0.0,1049064.0,1049064.0,1049064.0,1049064.0
native,1048576,server,tls_handshake_ms,16,16,11.092537499999999,7.6468,9.432736328614654,6.066187109748344,16.118887890251653,2.5274,26.4503
native,1048576,server,channel_ready_ms,16,16,11.1028125,7.6556500000000005,9.434066602328324,6.075753256922727,16.129871743077274,2.5358,26.4595
native,1048576,server,ping_service_ms,16,16,0.3683,0.36365000000000003,0.029736868250260208,0.3524543414204064,0.38414565857959365,0.3237,0.4469
native,1048576,server,upload_receive_ms,16,16,3.57820625,3.5562,0.11365728877492487,3.5176425558727953,3.638769944127205,3.4447,3.9497
native,1048576,server,download_send_ms,16,16,3.24403125,3.2893999999999997,0.14599636853360431,3.1662352766589343,3.3218272233410655,2.7998,3.415
native,1048576,server,transfer_total_ms,16,16,7.0154625,7.0396,0.1816003629768765,6.918694497214882,7.112230502785118,6.5099,7.3363
native,1048576,server,throughput_mbps,16,16,2393.012986844311,2383.2628777492437,63.94516226671109,2358.9390150807862,2427.0869586078356,2286.87703610812,2577.1849029939017
native,1048576,server,process_cpu_ms,16,16,17.578125,15.625,7.8125,13.415137606329449,21.74111239367055,0.0,31.25
native,1048576,server,handshake_framed_bytes_sent,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,1048576,server,handshake_framed_bytes_received,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,1048576,server,application_framed_bytes_sent,16,16,1049064.0,1049064.0,0.0,1049064.0,1049064.0,1049064.0,1049064.0
native,1048576,server,application_framed_bytes_received,16,16,1049116.0,1049116.0,0.0,1049116.0,1049116.0,1049116.0,1049116.0
native,104857600,client,tcp_connect_ms,16,16,9.899425,4.4891000000000005,8.63350974845495,5.298952392518429,14.499897607481572,2.4401,26.718
native,104857600,client,tls_handshake_ms,16,16,2.9533625,2.918,0.1416151068918849,2.8779011361927394,3.0288238638072604,2.7722,3.1936
native,104857600,client,channel_ready_ms,16,16,12.8756875,7.3568,8.735229238195947,8.221012402472684,17.530362597527315,5.2627,29.8774
native,104857600,client,ping_rtt_ms,16,16,0.23701250000000001,0.2156,0.042549482958080705,0.2143394809713037,0.25968551902869635,0.2055,0.3285
native,104857600,client,upload_send_ms,16,16,290.7632375,290.80195000000003,3.809158459270677,288.73348023325605,292.79299476674396,282.7887,299.5398
native,104857600,client,download_receive_ms,16,16,291.10115,291.0781,11.505354836596737,284.9703791655093,297.2319208344907,271.8546,315.2195
native,104857600,client,transfer_total_ms,16,16,581.9412625,579.69235,11.529441336386034,575.7976568757517,588.0848681242483,564.7245,606.1479
native,104857600,client,throughput_mbps,16,16,2884.027052152993,2894.1590191258183,56.70187343729497,2853.812756560422,2914.241347745564,2767.841973881292,2970.8673875491495
native,104857600,client,process_cpu_ms,16,16,547.8515625,546.875,20.93886034138041,536.6940314102086,559.0090935897914,515.625,578.125
native,104857600,client,handshake_framed_bytes_sent,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,104857600,client,handshake_framed_bytes_received,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,104857600,client,application_framed_bytes_sent,16,16,104889840.0,104889840.0,0.0,104889840.0,104889840.0,104889840.0,104889840.0
native,104857600,client,application_framed_bytes_received,16,16,104889788.0,104889788.0,0.0,104889788.0,104889788.0,104889788.0,104889788.0
native,104857600,server,tls_handshake_ms,16,16,9.89556875,4.35465,8.706019423802418,5.256458463876425,14.534679036123578,2.4968,26.635
native,104857600,server,channel_ready_ms,16,16,9.90441875,4.36385,8.706317525124597,5.265149616894502,14.543687883105498,2.5053,26.6449
native,104857600,server,ping_service_ms,16,16,0.3531875,0.3572,0.032812474761895055,0.3357029663950205,0.37067203360497947,0.3042,0.4446
native,104857600,server,upload_receive_ms,16,16,290.8819625,290.89480000000003,3.8168949586236534,288.8480827437485,292.9158422562515,282.9746,299.7241
native,104857600,server,download_send_ms,16,16,290.99691875,290.95205,11.498699838922006,284.86969411345166,297.1241433865484,271.7699,315.1287
native,104857600,server,transfer_total_ms,16,16,582.05549375,579.7859000000001,11.527910068320768,575.9127040809072,588.1982834190927,564.8659,606.2484
native,104857600,server,throughput_mbps,16,16,2883.460378192295,2893.6920476951523,56.673321269606724,2853.261296975935,2913.6594594086555,2767.383138660655,2970.123705467085
native,104857600,server,process_cpu_ms,16,16,554.6875,562.5,27.95084971874737,539.7935435172448,569.5814564827552,500.0,593.75
native,104857600,server,handshake_framed_bytes_sent,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,104857600,server,handshake_framed_bytes_received,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,104857600,server,application_framed_bytes_sent,16,16,104889788.0,104889788.0,0.0,104889788.0,104889788.0,104889788.0,104889788.0
native,104857600,server,application_framed_bytes_received,16,16,104889840.0,104889840.0,0.0,104889840.0,104889840.0,104889840.0,104889840.0
native,524288000,client,tcp_connect_ms,16,16,11.0198875,4.5325,9.748112919115849,5.825484787122389,16.21429021287761,2.5322,26.1707
native,524288000,client,tls_handshake_ms,16,16,2.97928125,2.9397,0.17127605483059605,2.888014682691533,3.070547817308467,2.7811,3.4672
native,524288000,client,channel_ready_ms,16,16,14.0226125,7.4178999999999995,9.839379354198787,8.779577336726803,19.265647663273196,5.4836,29.2413
native,524288000,client,ping_rtt_ms,16,16,0.23705625,0.2349,0.028056252274077282,0.22210612846008007,0.25200637153991995,0.1899,0.2879
native,524288000,client,upload_send_ms,16,16,1439.8352875,1444.3346999999999,37.3864273755218,1419.9134665900895,1459.7571084099106,1360.4112,1500.3202
native,524288000,client,download_receive_ms,16,16,1422.2869625,1449.7608500000001,83.55063495203274,1377.7659717750744,1466.8079532249258,1213.132,1527.7955
native,524288000,client,transfer_total_ms,16,16,2862.197525,2893.32055,93.40683526345389,2812.4245358563944,2911.9705141436057,2623.7535,2978.3986
native,524288000,client,throughput_mbps,16,16,2933.875327771175,2899.3813264964037,99.68352046607282,2880.757729171884,2986.9929263704657,2816.482656149516,3197.17839347332
native,524288000,client,process_cpu_ms,16,16,2712.890625,2718.75,83.24376697136749,2668.533152679558,2757.248097320442,2546.875,2828.125
native,524288000,client,handshake_framed_bytes_sent,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,524288000,client,handshake_framed_bytes_received,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,524288000,client,application_framed_bytes_sent,16,16,524448320.0,524448320.0,0.0,524448320.0,524448320.0,524448320.0,524448320.0
native,524288000,client,application_framed_bytes_received,16,16,524448268.0,524448268.0,0.0,524448268.0,524448268.0,524448268.0,524448268.0
native,524288000,server,tls_handshake_ms,16,16,11.08356875,4.6099,9.904536316841137,5.805813892123287,16.361323607876713,2.5375,26.3313
native,524288000,server,channel_ready_ms,16,16,11.09268125,4.61845,9.905009582375897,5.814674206721039,16.37068829327896,2.5457,26.3406
native,524288000,server,ping_service_ms,16,16,0.36666875,0.36685,0.03858987291591755,0.34610565822754386,0.3872318417724561,0.2758,0.4562
native,524288000,server,upload_receive_ms,16,16,1439.95501875,1444.5192499999998,37.376105400165656,1420.0386980325097,1459.87133946749,1360.5332,1500.4191
native,524288000,server,download_send_ms,16,16,1422.15549375,1449.6487499999998,83.54239098695919,1377.6388959239766,1466.6720915760234,1213.0691,1527.7215
native,524288000,server,transfer_total_ms,16,16,2862.30056875,2893.4218499999997,93.40481231944979,2812.5286575571636,2912.0724799428363,2623.8583,2978.4738
native,524288000,server,throughput_mbps,16,16,2933.7693562067825,2899.279882810122,99.67417847696501,2880.656735602101,2986.881976811464,2816.4115460743683,3197.050694391538
native,524288000,server,process_cpu_ms,16,16,2681.640625,2703.125,108.9836749529488,2623.567323887038,2739.713926112962,2484.375,2906.25
native,524288000,server,handshake_framed_bytes_sent,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,524288000,server,handshake_framed_bytes_received,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,524288000,server,application_framed_bytes_sent,16,16,524448268.0,524448268.0,0.0,524448268.0,524448268.0,524448268.0,524448268.0
native,524288000,server,application_framed_bytes_received,16,16,524448320.0,524448320.0,0.0,524448320.0,524448320.0,524448320.0,524448320.0
native,1073741824,client,tcp_connect_ms,16,16,10.1135,6.81345,8.644957952625719,5.506927075124114,14.720072924875886,2.5622,26.9548
native,1073741824,client,tls_handshake_ms,16,16,2.9718125,2.93795,0.159257497468722,2.8869501698483444,3.0566748301516555,2.7795,3.3908
native,1073741824,client,channel_ready_ms,16,16,13.1085375,9.8077,8.661319191583924,8.493246286288551,17.72382871371145,5.3644,30.066
native,1073741824,client,ping_rtt_ms,16,16,0.2316,0.2216,0.024285606162224298,0.21865911394547358,0.24454088605452642,0.2049,0.2696
native,1073741824,client,upload_send_ms,16,16,2941.601125,2946.45795,46.72032320148622,2916.705622085952,2966.496627914048,2816.8462,3019.1982
native,1073741824,client,download_receive_ms,16,16,2927.54541875,2971.94065,156.04866111783298,2844.3929567938135,3010.6978807061864,2491.8733,3144.0996
native,1073741824,client,transfer_total_ms,16,16,5869.22595625,5907.86315,163.38563178838356,5782.163898593432,5956.288013906568,5456.1252,6117.8249
native,1073741824,client,throughput_mbps,16,16,2929.2867505527556,2907.976207406694,83.47854375018468,2884.8041745176843,2973.769326587827,2808.1662134527583,3148.7307483340005
native,1073741824,client,process_cpu_ms,16,16,5505.859375,5500.0,104.87390121593647,5449.976017728065,5561.742732271935,5312.5,5750.0
native,1073741824,client,handshake_framed_bytes_sent,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,1073741824,client,handshake_framed_bytes_received,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,1073741824,client,application_framed_bytes_sent,16,16,1074069944.0,1074069944.0,0.0,1074069944.0,1074069944.0,1074069944.0,1074069944.0
native,1073741824,client,application_framed_bytes_received,16,16,1074069892.0,1074069892.0,0.0,1074069892.0,1074069892.0,1074069892.0,1074069892.0
native,1073741824,server,tls_handshake_ms,16,16,10.186243750000001,6.9107,8.74909586863837,5.524179646683949,14.848307853316053,2.5475,27.239
native,1073741824,server,channel_ready_ms,16,16,10.1950875,6.9197500000000005,8.749133959493744,5.5330030994998545,14.857171900500145,2.5563,27.2478
native,1073741824,server,ping_service_ms,16,16,0.351625,0.35209999999999997,0.015348724159790389,0.34344624221617487,0.3598037577838252,0.3292,0.3843
native,1073741824,server,upload_receive_ms,16,16,2941.72375,2946.5731,46.710842655954444,2916.833298912068,2966.614201087932,2817.0272,3019.2873
native,1073741824,server,download_send_ms,16,16,2927.39665625,2971.8475,156.10706571802126,2844.213072679181,3010.580239820819,2491.5124,3144.0105
native,1073741824,server,transfer_total_ms,16,16,5869.33185625,5907.97975,163.38536387785348,5782.269941352876,5956.3937711471235,5456.2524,6117.9194
native,1073741824,server,throughput_mbps,16,16,2929.233802621153,2907.918771373024,83.47502482275871,2884.753101690147,2973.7145035521585,2808.122837316229,3148.6573429044447
native,1073741824,server,process_cpu_ms,16,16,5524.4140625,5554.6875,184.69858169658252,5425.995135494342,5622.832989505658,5062.5,5828.125
native,1073741824,server,handshake_framed_bytes_sent,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,1073741824,server,handshake_framed_bytes_received,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
native,1073741824,server,application_framed_bytes_sent,16,16,1074069892.0,1074069892.0,0.0,1074069892.0,1074069892.0,1074069892.0,1074069892.0
native,1073741824,server,application_framed_bytes_received,16,16,1074069944.0,1074069944.0,0.0,1074069944.0,1074069944.0,1074069944.0,1074069944.0
hybrid,1024,client,tcp_connect_ms,16,16,12.482125,12.26765,8.997921779944523,7.687470927789728,17.27677907221027,2.5263,26.6295
hybrid,1024,client,tls_handshake_ms,16,16,2.56021875,2.50835,0.24901574573709193,2.42752762547789,2.6929098745221105,2.26,3.2308
hybrid,1024,client,tls_exporter_ms,16,16,0.045775,0.04505,0.003100430077693524,0.044122897429965426,0.04742710257003458,0.0434,0.0568
hybrid,1024,client,pqc_handshake_ms,16,16,2.3365,2.2611499999999998,0.337966584147013,2.1564103194514033,2.5165896805485968,1.9221,3.0036
hybrid,1024,client,pqc_signature_verify_ms,16,16,0.2412375,0.2277,0.03882505848890207,0.2205490866818789,0.2619259133181211,0.218,0.3671
hybrid,1024,client,pqc_encapsulation_ms,16,16,0.23519375,0.2286,0.027686060722560968,0.22044088961364242,0.2499466103863576,0.2098,0.3313
hybrid,1024,client,pqc_kdf_ms,16,16,0.13100625,0.1238,0.020997221046287685,0.11981762068572036,0.14219487931427963,0.1201,0.204
hybrid,1024,client,channel_ready_ms,16,16,17.48843125,17.11645,9.173702994009108,12.600109980580772,22.37675251941923,7.037,31.6628
hybrid,1024,client,ping_rtt_ms,16,16,0.25204375,0.23909999999999998,0.05514612067045152,0.22265845653940164,0.2814290434605984,0.2162,0.4445
hybrid,1024,client,upload_send_ms,16,16,0.3843125,0.36719999999999997,0.059666281656113505,0.3525185827697156,0.4161064172302844,0.3455,0.5815
hybrid,1024,client,download_receive_ms,16,16,0.41079375,0.39590000000000003,0.07816977650174863,0.36914001634971855,0.4524474836502815,0.3392,0.6353
hybrid,1024,client,transfer_total_ms,16,16,0.85911875,0.8308,0.13024683345479077,0.7897151115055614,0.9285223884944387,0.7597,1.2935
hybrid,1024,client,throughput_mbps,16,16,19.38354285949547,19.720833654786134,2.2339616787842553,18.19314870823506,20.57393701075588,12.666408967916503,21.56640779254969
hybrid,1024,client,process_cpu_ms,16,16,5.859375,0.0,7.8125,1.6963876063294476,10.022362393670551,0.0,15.625
hybrid,1024,client,handshake_framed_bytes_sent,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,1024,client,handshake_framed_bytes_received,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,1024,client,application_framed_bytes_sent,16,16,1369.0,1369.0,0.0,1369.0,1369.0,1369.0,1369.0
hybrid,1024,client,application_framed_bytes_received,16,16,1292.0,1292.0,0.0,1292.0,1292.0,1292.0,1292.0
hybrid,1024,server,tls_handshake_ms,16,16,12.12664375,11.88965,9.135185478136629,7.2588470160063885,16.99444048399361,2.033,26.4979
hybrid,1024,server,tls_exporter_ms,16,16,0.05945625,0.05685,0.007409990440839536,0.055507744810568416,0.06340475518943159,0.0539,0.0831
hybrid,1024,server,pqc_handshake_ms,16,16,2.53040625,2.4509,0.3379530903715287,2.350323759776809,2.710488740223191,2.0978,3.1893
hybrid,1024,server,pqc_kem_keygen_ms,16,16,0.25724375,0.25070000000000003,0.028990089542232644,0.24179602170487102,0.27269147829512896,0.2346,0.3539
hybrid,1024,server,pqc_signature_sign_ms,16,16,0.7976625,0.6977,0.3005090744608777,0.6375325174509774,0.9577924825490227,0.4636,1.4049
hybrid,1024,server,pqc_decapsulation_ms,16,16,0.10276875,0.10135,0.007004067270760134,0.09903654599966785,0.10650095400033216,0.095,0.1143
hybrid,1024,server,pqc_kdf_ms,16,16,0.11885625,0.11560000000000001,0.00837631332986058,0.11439282768990154,0.12331967231009845,0.1104,0.1394
hybrid,1024,server,channel_ready_ms,16,16,14.76373125,14.49175,9.24555431024149,9.837123116747932,19.690339383252066,4.2723,28.9091
hybrid,1024,server,ping_service_ms,16,16,0.14605625,0.13245,0.04089669862389058,0.12426393757580796,0.16784856242419205,0.1218,0.2897
hybrid,1024,server,upload_receive_ms,16,16,0.50090625,0.48135,0.08648553997634519,0.4548213587799916,0.5469911412200084,0.4224,0.7526
hybrid,1024,server,download_send_ms,16,16,0.3282125,0.3101,0.06452893795293188,0.2938274561311994,0.3625975438688006,0.3001,0.566
hybrid,1024,server,transfer_total_ms,16,16,0.9778875,0.95755,0.15695639256387953,0.8942513420992722,1.061523657900728,0.853,1.505
hybrid,1024,server,throughput_mbps,16,16,17.06087818435518,17.11095066651511,2.076620421314763,15.954325271027539,18.16743109768282,10.88637873754153,19.207502930832355
hybrid,1024,server,process_cpu_ms,16,16,12.6953125,15.625,11.71875,6.450831409494171,18.93979359050583,0.0,31.25
hybrid,1024,server,handshake_framed_bytes_sent,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,1024,server,handshake_framed_bytes_received,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,1024,server,application_framed_bytes_sent,16,16,1292.0,1292.0,0.0,1292.0,1292.0,1292.0,1292.0
hybrid,1024,server,application_framed_bytes_received,16,16,1369.0,1369.0,0.0,1369.0,1369.0,1369.0,1369.0
hybrid,102400,client,tcp_connect_ms,16,16,13.3974375,13.619800000000001,9.357596956475168,8.411126054898425,18.383748945101576,2.5079,25.9875
hybrid,102400,client,tls_handshake_ms,16,16,2.52819375,2.568,0.14457279351593094,2.4511563462400567,2.605231153759943,2.2952,2.7375
hybrid,102400,client,tls_exporter_ms,16,16,0.04539375,0.04445,0.0025328426059798236,0.04404409344462775,0.04674340655537224,0.0429,0.0518
hybrid,102400,client,pqc_handshake_ms,16,16,2.25985625,2.12445,0.41251901930900914,2.0400403809398084,2.4796721190601914,1.7798,3.2294
hybrid,102400,client,pqc_signature_verify_ms,16,16,0.23,0.22644999999999998,0.010618725598363176,0.22434168053723744,0.23565831946276258,0.2179,0.261
hybrid,102400,client,pqc_encapsulation_ms,16,16,0.22614375,0.2267,0.007238044740581994,0.22228686820673713,0.23000063179326288,0.215,0.2401
hybrid,102400,client,pqc_kdf_ms,16,16,0.12670625,0.1235,0.010540048624176268,0.12108985453745658,0.1323226454625434,0.1204,0.1648
hybrid,102400,client,channel_ready_ms,16,16,18.29628125,18.753,9.310083141212631,13.335288129885704,23.257274370114295,6.7764,30.7001
hybrid,102400,client,ping_rtt_ms,16,16,0.2489875,0.2393,0.02528532842051558,0.23551389955719346,0.2624611004428065,0.228,0.3072
hybrid,102400,client,upload_send_ms,16,16,0.8181875,0.80915,0.027663619310085465,0.803446597798248,0.8329284022017519,0.7933,0.8809
hybrid,102400,client,download_receive_ms,16,16,0.96994375,0.97225,0.04889336654053049,0.9438903140265802,0.9959971859734198,0.8901,1.0432
hybrid,102400,client,transfer_total_ms,16,16,1.8538000000000001,1.85915,0.05254315052094485,1.8258017314249693,1.881798268575031,1.7492,1.9268
hybrid,102400,client,throughput_mbps,16,16,884.4790046151809,881.2881854102004,25.329751632233137,870.9817327137674,897.9762765165943,850.3217770396512,936.6567573747999
hybrid,102400,client,process_cpu_ms,16,16,7.8125,7.8125,8.068715304598784,3.5129851076913416,12.112014892308657,0.0,15.625
hybrid,102400,client,handshake_framed_bytes_sent,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,102400,client,handshake_framed_bytes_received,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,102400,client,application_framed_bytes_sent,16,16,102790.0,102790.0,0.0,102790.0,102790.0,102790.0,102790.0
hybrid,102400,client,application_framed_bytes_received,16,16,102713.0,102713.0,0.0,102713.0,102713.0,102713.0,102713.0
hybrid,102400,server,tls_handshake_ms,16,16,13.02705625,13.1694,9.387821830362196,8.024639106470651,18.029473393529347,2.0063,25.7521
hybrid,102400,server,tls_exporter_ms,16,16,0.0587625,0.056900000000000006,0.006753061034326087,0.055164047781812824,0.06236095221818718,0.0542,0.0798
hybrid,102400,server,pqc_handshake_ms,16,16,2.453,2.31825,0.40809773665957355,2.2355400661632907,2.670459933836709,1.9677,3.3926
hybrid,102400,server,pqc_kem_keygen_ms,16,16,0.26741875,0.24775,0.054384547054593856,0.23843927047375907,0.2963982295262409,0.2283,0.4476
hybrid,102400,server,pqc_signature_sign_ms,16,16,0.76185625,0.5820000000000001,0.4464793895485733,0.5239441770112724,0.9997683229887276,0.3926,1.772
hybrid,102400,server,pqc_decapsulation_ms,16,16,0.1000875,0.09865,0.004356738076435933,0.0977659581517149,0.10240904184828509,0.0943,0.1086
hybrid,102400,server,pqc_kdf_ms,16,16,0.11621875,0.1152,0.0042250394475475996,0.11396738539738861,0.11847011460261138,0.1106,0.1243
hybrid,102400,server,channel_ready_ms,16,16,15.5823125,16.030900000000003,9.290304840845284,10.631858492218186,20.532766507781815,4.0695,28.2004
hybrid,102400,server,ping_service_ms,16,16,0.14431875,0.1452,0.013562655529062145,0.13709172100900072,0.15154577899099927,0.123,0.1621
hybrid,102400,server,upload_receive_ms,16,16,1.06670625,1.07785,0.04201609959289418,1.0443174509041375,1.0890950490958624,1.0048,1.1246
hybrid,102400,server,download_send_ms,16,16,0.6577500000000001,0.65175,0.021101974631141367,0.6465055514405124,0.6689944485594878,0.6353,0.7184
hybrid,102400,server,transfer_total_ms,16,16,1.9727937500000001,1.97255,0.07597047205987335,1.932311942963014,2.013275557036986,1.8424,2.103
hybrid,102400,server,throughput_mbps,16,16,831.6495730057178,830.6050061584505,31.942960272651067,814.6283709664774,848.6707750449582,779.0775083214455,889.274858879722
hybrid,102400,server,process_cpu_ms,16,16,7.8125,0.0,9.882117688026186,2.5466911861732093,13.07830881382679,0.0,31.25
hybrid,102400,server,handshake_framed_bytes_sent,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,102400,server,handshake_framed_bytes_received,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,102400,server,application_framed_bytes_sent,16,16,102713.0,102713.0,0.0,102713.0,102713.0,102713.0,102713.0
hybrid,102400,server,application_framed_bytes_received,16,16,102790.0,102790.0,0.0,102790.0,102790.0,102790.0,102790.0
hybrid,1048576,client,tcp_connect_ms,16,16,12.4798625,11.58915,7.731576444759934,8.359996225089818,16.599728774910183,2.5528,26.1997
hybrid,1048576,client,tls_handshake_ms,16,16,2.5455125,2.58185,0.11246602968600496,2.485583583033726,2.6054414169662743,2.3688,2.7225
hybrid,1048576,client,tls_exporter_ms,16,16,0.04750625,0.0461,0.004039549273537004,0.04535372613416377,0.04965877386583623,0.0434,0.056
hybrid,1048576,client,pqc_handshake_ms,16,16,2.352775,2.2489,0.49438494111370346,2.0893358604829557,2.616214139517044,1.9312,3.9641
hybrid,1048576,client,pqc_signature_verify_ms,16,16,0.226925,0.22685,0.003974669797605833,0.22480704796653617,0.2290429520334638,0.2203,0.2333
hybrid,1048576,client,pqc_encapsulation_ms,16,16,0.23148125,0.22925,0.008900877765703787,0.2267383070328029,0.2362241929671971,0.218,0.2462
hybrid,1048576,client,pqc_kdf_ms,16,16,0.12825,0.12675,0.006475286351454533,0.12479956346220644,0.13170043653779356,0.1223,0.1438
hybrid,1048576,client,channel_ready_ms,16,16,17.492575,17.347099999999998,7.749761654958601,13.363018510586354,21.622131489413643,7.7739,31.5819
hybrid,1048576,client,ping_rtt_ms,16,16,0.25230625,0.24165,0.03233595457587936,0.23507563607850376,0.26953686392149623,0.2173,0.3423
hybrid,1048576,client,upload_send_ms,16,16,4.01348125,3.996,0.07002446447492476,3.9761678467542216,4.050794653245778,3.8675,4.1656
hybrid,1048576,client,download_receive_ms,16,16,3.97596875,3.95865,0.16512481630068007,3.887979946333837,4.063957553666163,3.5399,4.357
hybrid,1048576,client,transfer_total_ms,16,16,8.0575375,8.0526,0.13786573117832185,7.984074037482941,8.13100096251706,7.7153,8.3896
hybrid,1048576,client,throughput_mbps,16,16,2082.749408225619,2083.4533334654548,35.73049320069143,2063.7099723518127,2101.788844099425,1999.7635167350052,2174.5383847679286
hybrid,1048576,client,process_cpu_ms,16,16,12.6953125,15.625,11.71875,6.450831409494171,18.93979359050583,0.0,31.25
hybrid,1048576,client,handshake_framed_bytes_sent,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,1048576,client,handshake_framed_bytes_received,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,1048576,client,application_framed_bytes_sent,16,16,1049641.0,1049641.0,0.0,1049641.0,1049641.0,1049641.0,1049641.0
hybrid,1048576,client,application_framed_bytes_received,16,16,1049564.0,1049564.0,0.0,1049564.0,1049564.0,1049564.0,1049564.0
hybrid,1048576,server,tls_handshake_ms,16,16,12.110775,11.3031,7.749465495503545,7.98137632282033,16.24017367717967,2.0565,25.7504
hybrid,1048576,server,tls_exporter_ms,16,16,0.0576375,0.057800000000000004,0.002116876630006261,0.056509496067242,0.058765503932758,0.0517,0.0604
hybrid,1048576,server,pqc_handshake_ms,16,16,2.5402125,2.4360999999999997,0.4918675334884383,2.2781147923176706,2.8023102076823294,2.1178,4.1628
hybrid,1048576,server,pqc_kem_keygen_ms,16,16,0.2602,0.2554,0.01383671444623567,0.2528269353203842,0.2675730646796158,0.2445,0.2916
hybrid,1048576,server,pqc_signature_sign_ms,16,16,0.8178375,0.6882,0.5077796383931387,0.5472608301256667,1.0884141698743333,0.4118,2.5064
hybrid,1048576,server,pqc_decapsulation_ms,16,16,0.10313125000000001,0.10395,0.005838346655232682,0.10002021466872163,0.10624228533127839,0.0946,0.1158
hybrid,1048576,server,pqc_kdf_ms,16,16,0.11820625,0.1156,0.006344915943756333,0.11482528294876712,0.12158721705123288,0.1128,0.1369
hybrid,1048576,server,channel_ready_ms,16,16,14.75295,14.6939,7.697263911113697,10.651367583651634,18.854532416348366,4.8776,28.4162
hybrid,1048576,server,ping_service_ms,16,16,0.14436875,0.13840000000000002,0.014812234526453687,0.13647586736246803,0.15226163263753195,0.123,0.1663
hybrid,1048576,server,upload_receive_ms,16,16,4.173875,4.183949999999999,0.0736069426073383,4.134652628907395,4.213097371092605,3.9964,4.3225
hybrid,1048576,server,download_send_ms,16,16,3.7267625,3.7603,0.22797098609252883,3.6052853363230923,3.8482396636769076,3.3128,4.1436
hybrid,1048576,server,transfer_total_ms,16,16,8.16440625,8.15795,0.1407634823323623,8.089398684887835,8.239413815112167,7.8033,8.4836
hybrid,1048576,server,throughput_mbps,16,16,2055.4985639192705,2056.5480299131805,35.705795869815105,2036.4722883241327,2074.5248395144085,1977.6057334150598,2150.015506260172
hybrid,1048576,server,process_cpu_ms,16,16,14.6484375,15.625,12.060975184280636,8.22159748111569,21.07527751888431,0.0,31.25
hybrid,1048576,server,handshake_framed_bytes_sent,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,1048576,server,handshake_framed_bytes_received,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,1048576,server,application_framed_bytes_sent,16,16,1049564.0,1049564.0,0.0,1049564.0,1049564.0,1049564.0,1049564.0
hybrid,1048576,server,application_framed_bytes_received,16,16,1049641.0,1049641.0,0.0,1049641.0,1049641.0,1049641.0,1049641.0
