mode,payload_bytes,endpoint,metric,attempted,n,mean,median,standard_deviation,ci95_low,ci95_high,minimum,maximum
hybrid,104857600,client,tcp_connect_ms,16,16,12.46655625,13.5442,7.792524458048987,8.314213071282893,16.618899428717107,2.5823,24.3894
hybrid,104857600,client,tls_handshake_ms,16,16,2.5233125,2.5209,0.1453660156295136,2.445852418011676,2.600772581988324,2.3307,2.8533
hybrid,104857600,client,tls_exporter_ms,16,16,0.046375,0.046049999999999994,0.002794876264404801,0.04488571556408496,0.04786428443591504,0.043,0.0548
hybrid,104857600,client,pqc_handshake_ms,16,16,2.322275,2.2969,0.35901578888214186,2.130968989984634,2.5135810100153657,1.9161,3.3237
hybrid,104857600,client,pqc_signature_verify_ms,16,16,0.23515625,0.23145,0.01637526462890499,0.22643048741207672,0.2438820125879233,0.2201,0.2851
hybrid,104857600,client,pqc_encapsulation_ms,16,16,0.2291125,0.22745,0.009075746066669492,0.22427637629264638,0.23394862370735361,0.2153,0.2461
hybrid,104857600,client,pqc_kdf_ms,16,16,0.1271125,0.12685000000000002,0.004182961470856106,0.12488355716846289,0.1293414428315371,0.1218,0.1375
hybrid,104857600,client,channel_ready_ms,16,16,17.425225,18.38145,7.722240427967348,13.310333537277291,21.54011646272271,7.6611,29.1694
hybrid,104857600,client,ping_rtt_ms,16,16,0.25920625,0.24430000000000002,0.050067161143807624,0.23252734303314648,0.28588515696685357,0.2156,0.4296
hybrid,104857600,client,upload_send_ms,16,16,342.38264375,342.81215,1.7791629424980488,341.43459473868415,343.33069276131585,338.6696,344.8114
hybrid,104857600,client,download_receive_ms,16,16,323.8838875,331.3786,17.72140944337762,314.4408149738105,333.3269600261895,292.9191,347.3831
hybrid,104857600,client,transfer_total_ms,16,16,666.35176875,672.3469,17.02850249249646,657.2779202752032,675.4256172247968,636.6434,690.2558
hybrid,104857600,client,throughput_mbps,16,16,2519.336965138238,2495.3215783531314,65.35077274624292,2484.513996420256,2554.1599338562205,2430.579504004168,2635.2611210608634
hybrid,104857600,client,process_cpu_ms,16,16,640.625,640.625,24.206145913796355,627.726455323074,653.523544676926,609.375,687.5
hybrid,104857600,client,handshake_framed_bytes_sent,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,104857600,client,handshake_framed_bytes_received,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,104857600,client,application_framed_bytes_sent,16,16,104929990.0,104929990.0,0.0,104929990.0,104929990.0,104929990.0,104929990.0
hybrid,104857600,client,application_framed_bytes_received,16,16,104929913.0,104929913.0,0.0,104929913.0,104929913.0,104929913.0,104929913.0
hybrid,104857600,server,tls_handshake_ms,16,16,12.0677125,13.35565,7.904968842854474,7.855451938059306,16.279973061940694,2.0099,23.9203
hybrid,104857600,server,tls_exporter_ms,16,16,0.058812500000000004,0.05715,0.004476736162280135,0.056427015685329755,0.06119798431467025,0.0542,0.0708
hybrid,104857600,server,pqc_handshake_ms,16,16,2.53708125,2.49215,0.3683548655282476,2.340798797316313,2.733363702683687,2.123,3.5546
hybrid,104857600,server,pqc_kem_keygen_ms,16,16,0.25008125,0.2471,0.015096720118400991,0.24203677569104945,0.2581257243089505,0.2276,0.2799
hybrid,104857600,server,pqc_signature_sign_ms,16,16,0.8341500000000001,0.7876000000000001,0.36818475615737634,0.6379581922016226,1.0303418077983775,0.476,1.9494
hybrid,104857600,server,pqc_decapsulation_ms,16,16,0.10244375,0.1028,0.005598448445774955,0.09946054740110392,0.10542695259889608,0.0949,0.1154
hybrid,104857600,server,pqc_kdf_ms,16,16,0.1182375,0.11725,0.0042058491017470745,0.11599636121084753,0.12047863878915246,0.1118,0.1277
hybrid,104857600,server,channel_ready_ms,16,16,14.70715625,15.710650000000001,7.776623329352207,10.563286184666552,18.85102631533345,4.4412,26.5237
hybrid,104857600,server,ping_service_ms,16,16,0.15414375,0.13974999999999999,0.04126186243574891,0.13215685551559792,0.17613064448440208,0.1228,0.2862
hybrid,104857600,server,upload_receive_ms,16,16,342.52759375,342.96625,1.777495008326327,341.5804335180672,343.4747539819328,338.7966,344.9361
hybrid,104857600,server,download_send_ms,16,16,323.72658125,331.2543,17.70260017817416,314.29353147375303,333.1596310262469,292.7441,347.2078
hybrid,104857600,server,transfer_total_ms,16,16,666.4744375,672.45865,17.02469640981889,657.4026171435015,675.5462578564985,636.756,690.3709
hybrid,104857600,server,throughput_mbps,16,16,2518.871985757264,2494.9069003549494,65.311906402787,2484.0697274518056,2553.6742440627227,2430.1742729886214,2634.7951177531113
hybrid,104857600,server,process_cpu_ms,16,16,628.90625,625.0,24.54003956122864,615.8297859573029,641.9827140426971,593.75,687.5
hybrid,104857600,server,handshake_framed_bytes_sent,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,104857600,server,handshake_framed_bytes_received,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,104857600,server,application_framed_bytes_sent,16,16,104929913.0,104929913.0,0.0,104929913.0,104929913.0,104929913.0,104929913.0
hybrid,104857600,server,application_framed_bytes_received,16,16,104929990.0,104929990.0,0.0,104929990.0,104929990.0,104929990.0,104929990.0
hybrid,524288000,client,tcp_connect_ms,16,16,13.234675,12.37445,8.342092699836574,8.789487576479896,17.679862423520103,2.697,26.9976
hybrid,524288000,client,tls_handshake_ms,16,16,2.535625,2.53545,0.16118579548665787,2.4497351523648363,2.6215148476351637,2.3042,2.7667
hybrid,524288000,client,tls_exporter_ms,16,16,0.046375,0.0458,0.002373323970018983,0.0451103449256595,0.0476396550743405,0.0437,0.0523
hybrid,524288000,client,pqc_handshake_ms,16,16,2.39428125,2.2309,0.5935244080560911,2.0780144175426196,2.7105480824573807,1.8208,4.1021
hybrid,524288000,client,pqc_signature_verify_ms,16,16,0.2268625,0.22685,0.005782257344670852,0.22378135255259857,0.22994364744740142,0.2193,0.2355
hybrid,524288000,client,pqc_encapsulation_ms,16,16,0.23079375,0.23004999999999998,0.011811941344814295,0.22449961074710553,0.23708788925289445,0.2165,0.2534
hybrid,524288000,client,pqc_kdf_ms,16,16,0.12836875,0.1252,0.007763308465682226,0.1242319749246962,0.1325055250753038,0.1209,0.147
hybrid,524288000,client,channel_ready_ms,16,16,18.27385,17.37145,8.392645575820138,13.801724850344424,22.745975149655575,7.2554,32.0484
hybrid,524288000,client,ping_rtt_ms,16,16,0.24338125,0.2374,0.020618219087334706,0.23239457657401447,0.2543679234259855,0.2136,0.2836
hybrid,524288000,client,upload_send_ms,16,16,1710.30829375,1712.1763,70.3552492315247,1672.8186277494385,1747.7979597505616,1511.0992,1884.6693
hybrid,524288000,client,download_receive_ms,16,16,1621.60661875,1656.2971499999999,108.31510359720676,1563.8895741651306,1679.3236633348695,1422.1625,1803.246
hybrid,524288000,client,transfer_total_ms,16,16,3332.00410625,3352.2266499999996,144.61115706838785,3254.9462599959443,3409.0619525040556,3098.6534,3687.997
hybrid,524288000,client,throughput_mbps,16,16,2521.9669349558594,2502.4176475805916,107.86212702599667,2464.491264547704,2579.442605364015,2274.5701799648973,2707.1785440733706
hybrid,524288000,client,process_cpu_ms,16,16,3181.640625,3156.25,126.15030614145704,3114.4198718256553,3248.8613781743447,2968.75,3515.625
hybrid,524288000,client,handshake_framed_bytes_sent,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,524288000,client,handshake_framed_bytes_received,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,524288000,client,application_framed_bytes_sent,16,16,524648570.0,524648570.0,0.0,524648570.0,524648570.0,524648570.0,524648570.0
hybrid,524288000,client,application_framed_bytes_received,16,16,524648493.0,524648493.0,0.0,524648493.0,524648493.0,524648493.0,524648493.0
hybrid,524288000,server,tls_handshake_ms,16,16,12.84526875,12.1827,8.435108986904575,8.350516445779721,17.34002105422028,2.0591,26.6437
hybrid,524288000,server,tls_exporter_ms,16,16,0.05721875,0.05675,0.0027462019226560884,0.055755402289985136,0.05868209771001486,0.0543,0.0647
hybrid,524288000,server,pqc_handshake_ms,16,16,2.6199500000000002,2.4355,0.5817693575063346,2.3099469918306963,2.929953008169304,2.0651,4.3154
hybrid,524288000,server,pqc_kem_keygen_ms,16,16,0.254,0.25575000000000003,0.01263445025845341,0.2472675766845569,0.2607324233154431,0.2363,0.2725
hybrid,524288000,server,pqc_signature_sign_ms,16,16,0.9383125,0.82335,0.5655513862594627,0.6369514386917058,1.2396735613082943,0.4039,2.5279
hybrid,524288000,server,pqc_decapsulation_ms,16,16,0.10284375,0.1043,0.004569751087313181,0.10040870153040678,0.10527879846959322,0.0943,0.1101
hybrid,524288000,server,pqc_kdf_ms,16,16,0.11615625,0.11515,0.0029289289851411556,0.11459553391141133,0.11771696608858867,0.1114,0.1218
hybrid,524288000,server,channel_ready_ms,16,16,15.56743125,14.71835,8.478684725570647,11.04945907368542,20.08540342631458,4.2293,29.3979
hybrid,524288000,server,ping_service_ms,16,16,0.14605625,0.13635,0.029125246064768847,0.13053650187773624,0.16157599812226375,0.1197,0.2236
hybrid,524288000,server,upload_receive_ms,16,16,1710.4471125,1712.29965,70.35290903315818,1672.9586935031246,1747.9355314968755,1511.2557,1884.8111
hybrid,524288000,server,download_send_ms,16,16,1621.4118125,1656.15435,108.28107796245762,1563.7128988960615,1679.1107261039385,1422.0367,1803.0575
hybrid,524288000,server,transfer_total_ms,16,16,3332.11753125,3352.3511,144.60106279627735,3255.06506385387,3409.16999864613,3098.7772,3688.0919
hybrid,524288000,server,throughput_mbps,16,16,2521.8801820402473,2502.3247269383,107.8473406612187,2464.4123907297135,2579.347973350781,2274.511651946634,2707.0703889263164
hybrid,524288000,server,process_cpu_ms,16,16,3133.7890625,3148.4375,169.34393453579167,3043.552049422615,3224.026075577385,2828.125,3500.0
hybrid,524288000,server,handshake_framed_bytes_sent,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,524288000,server,handshake_framed_bytes_received,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,524288000,server,application_framed_bytes_sent,16,16,524648493.0,524648493.0,0.0,524648493.0,524648493.0,524648493.0,524648493.0
hybrid,524288000,server,application_framed_bytes_received,16,16,524648570.0,524648570.0,0.0,524648570.0,524648570.0,524648570.0,524648570.0
hybrid,1073741824,client,tcp_connect_ms,16,16,10.739125,11.76115,7.23058707404408,6.886217116725407,14.592032883274591,2.6293,24.309
hybrid,1073741824,client,tls_handshake_ms,16,16,2.47678125,2.4614000000000003,0.08492670737170964,2.43152700204168,2.52203549795832,2.3718,2.6922
hybrid,1073741824,client,tls_exporter_ms,16,16,0.04544375,0.0448,0.0024002690821378066,0.04416473688891432,0.046722763111085676,0.0433,0.0528
hybrid,1073741824,client,pqc_handshake_ms,16,16,2.21451875,2.0496,0.3494027460658163,2.028335168920209,2.4007023310797906,1.895,2.893
hybrid,1073741824,client,pqc_signature_verify_ms,16,16,0.2395625,0.22760000000000002,0.044006952102291,0.21611285048503026,0.26301214951496976,0.2188,0.4025
hybrid,1073741824,client,pqc_encapsulation_ms,16,16,0.2265875,0.22375,0.009621841473093041,0.221460382591183,0.231714617408817,0.2162,0.2542
hybrid,1073741824,client,pqc_kdf_ms,16,16,0.12465625,0.12390000000000001,0.003489597636786604,0.12279677467572157,0.12651572532427843,0.1198,0.1339
hybrid,1073741824,client,channel_ready_ms,16,16,15.53749375,16.5195,7.195512626396051,11.703275720600441,19.371711779399558,7.2222,28.7617
hybrid,1073741824,client,ping_rtt_ms,16,16,0.23829375,0.24,0.01372076133699099,0.23098247237088565,0.24560502762911435,0.2153,0.2595
hybrid,1073741824,client,upload_send_ms,16,16,3500.006,3516.38035,55.017657093239926,3470.6891599477185,3529.322840052281,3387.7423,3567.2254
hybrid,1073741824,client,download_receive_ms,16,16,3376.44665625,3415.13375,153.0671083007579,3294.882951643068,3458.0103608569325,2984.8975,3501.1411
hybrid,1073741824,client,transfer_total_ms,16,16,6876.53860625,6918.8581,148.70310237075063,6797.30031625715,6955.77689624285,6547.4611,7047.058
hybrid,1073741824,client,throughput_mbps,16,16,2499.455308734994,2483.0516232125274,55.47598640320788,2469.894242232851,2529.0163752371373,2437.878215845534,2623.8978623332328
hybrid,1073741824,client,process_cpu_ms,16,16,6552.734375,6546.875,126.27926125424027,6485.444906496521,6620.023843503479,6312.5,6718.75
hybrid,1073741824,client,handshake_framed_bytes_sent,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,1073741824,client,handshake_framed_bytes_received,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,1073741824,client,application_framed_bytes_sent,16,16,1074479944.0,1074479944.0,0.0,1074479944.0,1074479944.0,1074479944.0,1074479944.0
hybrid,1073741824,client,application_framed_bytes_received,16,16,1074479867.0,1074479867.0,0.0,1074479867.0,1074479867.0,1074479867.0,1074479867.0
hybrid,1073741824,server,tls_handshake_ms,16,16,10.27703125,11.34795,7.349507295115662,6.360755253935199,14.193307246064801,2.1079,24.0182
hybrid,1073741824,server,tls_exporter_ms,16,16,0.05833125,0.0561,0.004818397901100877,0.05576370699584363,0.06089879300415637,0.0546,0.0733
hybrid,1073741824,server,pqc_handshake_ms,16,16,2.411775,2.2582,0.3495578225892439,2.2255087844738624,2.5980412155261376,2.083,3.0805
hybrid,1073741824,server,pqc_kem_keygen_ms,16,16,0.248475,0.24409999999999998,0.012672147936846906,0.2417224890096868,0.2552275109903132,0.2338,0.2773
hybrid,1073741824,server,pqc_signature_sign_ms,16,16,0.7407875,0.62415,0.3681112583173734,0.544634856436041,0.936940143563959,0.3931,1.4662
hybrid,1073741824,server,pqc_decapsulation_ms,16,16,0.10359375,0.10555,0.004556236568338683,0.10116590290923844,0.10602159709076156,0.096,0.1089
hybrid,1073741824,server,pqc_kdf_ms,16,16,0.116175,0.11535000000000001,0.003423740644382981,0.11435061738985423,0.11799938261014577,0.113,0.1263
hybrid,1073741824,server,channel_ready_ms,16,16,12.79105,13.852350000000001,7.272488887398408,8.915814216467359,16.66628578353264,4.4819,26.2098
hybrid,1073741824,server,ping_service_ms,16,16,0.136725,0.13315,0.015198179715566817,0.12862646168798156,0.14482353831201847,0.1183,0.1686
hybrid,1073741824,server,upload_receive_ms,16,16,3500.15321875,3516.51375,54.99255886362834,3470.849752600244,3529.4566848997565,3387.8485,3567.344
hybrid,1073741824,server,download_send_ms,16,16,3376.2825875,3414.98715,153.07044350660635,3294.71710568732,3457.84806931268,2984.6992,3501.0114
hybrid,1073741824,server,transfer_total_ms,16,16,6876.66405625,6918.9847,148.70163646553,6797.426547382905,6955.901565117095,6547.5757,7047.1962
hybrid,1073741824,server,throughput_mbps,16,16,2499.409648539102,2483.006180939747,55.47342684361933,2469.849945929989,2528.9693511482146,2437.8304075030574,2623.851937137588
hybrid,1073741824,server,process_cpu_ms,16,16,6458.984375,6531.25,227.42293509285733,6337.79924708664,6580.16950291336,5843.75,6640.625
hybrid,1073741824,server,handshake_framed_bytes_sent,16,16,4581.0,4581.0,0.0,4581.0,4581.0,4581.0,4581.0
hybrid,1073741824,server,handshake_framed_bytes_received,16,16,1144.0,1144.0,0.0,1144.0,1144.0,1144.0,1144.0
hybrid,1073741824,server,application_framed_bytes_sent,16,16,1074479867.0,1074479867.0,0.0,1074479867.0,1074479867.0,1074479867.0,1074479867.0
hybrid,1073741824,server,application_framed_bytes_received,16,16,1074479944.0,1074479944.0,0.0,1074479944.0,1074479944.0,1074479944.0,1074479944.0
