success,mode,payload_bytes,error_type,error,completed_utc,execution_order,repetition,run_id,client_success,client_endpoint,client_mode,client_payload_bytes,client_tls_version,client_tls_cipher,client_tls_group,client_alpn,client_error_type,client_error,client_tcp_connect_ms,client_tls_handshake_ms,client_tls_exporter_ms,client_pqc_handshake_ms,client_pqc_kem_keygen_ms,client_pqc_signature_sign_ms,client_pqc_signature_verify_ms,client_pqc_encapsulation_ms,client_pqc_decapsulation_ms,client_pqc_kdf_ms,client_channel_ready_ms,client_ping_rtt_ms,client_ping_service_ms,client_upload_send_ms,client_upload_receive_ms,client_download_send_ms,client_download_receive_ms,client_transfer_total_ms,client_throughput_mbps,client_process_cpu_ms,client_handshake_framed_bytes_sent,client_handshake_framed_bytes_received,client_application_framed_bytes_sent,client_application_framed_bytes_received,server_success,server_endpoint,server_mode,server_payload_bytes,server_tls_version,server_tls_cipher,server_tls_group,server_alpn,server_error_type,server_error,server_tcp_connect_ms,server_tls_handshake_ms,server_tls_exporter_ms,server_pqc_handshake_ms,server_pqc_kem_keygen_ms,server_pqc_signature_sign_ms,server_pqc_signature_verify_ms,server_pqc_encapsulation_ms,server_pqc_decapsulation_ms,server_pqc_kdf_ms,server_channel_ready_ms,server_ping_rtt_ms,server_ping_service_ms,server_upload_send_ms,server_upload_receive_ms,server_download_send_ms,server_download_receive_ms,server_transfer_total_ms,server_throughput_mbps,server_process_cpu_ms,server_handshake_framed_bytes_sent,server_handshake_framed_bytes_received,server_application_framed_bytes_sent,server_application_framed_bytes_received
True,hybrid,1073741824,,,2026-09-05T08:50:03.672424+00:00,80,5,0080-hybrid-1073741824-r5,True,client,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,13.1067,2.5147,0.0459,2.4003,,,0.2319,0.2318,,0.1278,18.1292,0.2425,,3522.2567,,,3390.5748,6912.9206,2485.1824833631094,6562.5,1144,4581,1074479944,1074479867,True,server,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,12.7303,0.0592,2.6004,0.2425,0.9004,,,0.1076,0.1148,15.4345,,0.1231,,3522.379,3390.4478,,6913.0612,2485.1319389447904,6343.75,4581,1144,1074479867,1074479944
True,native,1048576,,,2026-09-05T08:50:04.273748+00:00,81,5,0081-native-1048576-r5,True,client,native,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,12.2604,2.8011,,,,,,,,,15.1101,0.2569,,3.48,,,3.5031,7.041,2382.7888084078963,0.0,0,0,1049116,1049064,True,server,native,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,12.3125,,,,,,,,,12.3214,,0.3619,,3.6112,3.3632,,7.1373,2350.639037170919,15.625,0,0,1049064,1049116
True,hybrid,102400,,,2026-09-05T08:50:04.867490+00:00,82,5,0082-hybrid-102400-r5,True,client,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,2.6043,2.7023,0.0436,3.2294,,,0.2275,0.2223,,0.1259,8.6356,0.2386,,0.7933,,,0.9291,1.786,917.3572228443448,15.625,1144,4581,102790,102713,True,server,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,2.3885,0.0543,3.3926,0.2394,1.772,,,0.1044,0.1139,5.8777,,0.1555,,1.0068,0.6485,,1.8782,872.3245660739005,0.0,4581,1144,102713,102790
True,native,524288000,,,2026-09-05T08:50:08.411739+00:00,83,5,0083-native-524288000-r5,True,client,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,20.8535,2.9226,,,,,,,,,23.8023,0.2621,,1461.553,,,1465.0994,2926.7269,2866.2079813459873,2812.5,0,0,524448320,524448268,True,server,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,21.0548,,,,,,,,,21.0635,,0.3576,,1461.6647,1465.0174,,2926.8395,2866.097713933408,2718.75,0,0,524448268,524448320
True,hybrid,1024,,,2026-09-05T08:50:09.086349+00:00,84,5,0084-hybrid-1024-r5,True,client,hybrid,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,26.6295,2.8208,0.0467,2.0781,,,0.2501,0.2474,,0.151,31.6628,0.2221,,0.3831,,,0.5445,0.9879,16.58467456220265,0.0,1144,4581,1369,1292,True,server,hybrid,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,26.4979,0.0649,2.2996,0.2665,0.5009,,,0.1098,0.1223,28.9091,,0.1334,,0.6401,0.3158,,1.0811,15.1549347886412,15.625,4581,1144,1292,1369
True,baseline,1073741824,,,2026-09-05T08:50:16.031811+00:00,85,5,0085-baseline-1073741824-r5,True,client,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,15.2206,2.7355,,,,,,,,,17.9942,0.2562,,3451.9805,,,2870.409,6322.4632,2717.2746824370597,6015.625,0,0,1074069944,1074069892,True,server,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,14.6502,,,,,,,,,14.6817,,0.3763,,3452.1006,2870.2942,,6322.5889,2717.220660036904,5921.875,0,0,1074069892,1074069944
True,native,102400,,,2026-09-05T08:50:16.632722+00:00,86,5,0086-native-102400-r5,True,client,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,16.0942,2.8652,,,,,,,,,19.0021,0.2141,,0.7228,,,0.8377,1.6173,1013.0464354170532,15.625,0,0,102640,102588,True,server,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,16.0037,,,,,,,,,16.0129,,0.3368,,0.905,0.5855,,1.7032,961.9539689995303,0.0,0,0,102588,102640
True,hybrid,1048576,,,2026-09-05T08:50:17.227677+00:00,87,5,0087-hybrid-1048576-r5,True,client,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,2.5528,2.3688,0.0452,2.754,,,0.2227,0.2226,,0.1223,7.7739,0.2387,,3.9767,,,4.0095,8.0515,2083.7379370303665,15.625,1144,4581,1049641,1049564,True,server,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,2.0565,0.0595,2.957,0.2522,1.2665,,,0.105,0.1128,5.1145,,0.1548,,4.1176,3.8361,,8.1471,2059.286862810079,0.0,4581,1144,1049564,1049641
True,hybrid,524288000,,,2026-09-05T08:50:21.227168+00:00,88,5,0088-hybrid-524288000-r5,True,client,hybrid,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,2.7244,2.3724,0.0457,2.1926,,,0.2193,0.2271,,0.1242,7.3917,0.2258,,1703.811,,,1701.0283,3405.024,2463.597319725206,3109.375,1144,4581,524648570,524648493,True,server,hybrid,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,2.1381,0.057,2.3392,0.2411,0.7438,,,0.0961,0.115,4.5879,,0.1323,,1703.9221,1700.8729,,3405.0665,2463.5665705794586,3203.125,4581,1144,524648493,524648570
True,baseline,524288000,,,2026-09-05T08:50:24.651269+00:00,89,5,0089-baseline-524288000-r5,True,client,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,14.0523,2.3424,,,,,,,,,16.4229,0.2327,,1442.0698,,,1408.9009,2851.0473,2942.2900139187445,2687.5,0,0,524448320,524448268,True,server,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,13.6459,,,,,,,,,13.6544,,0.3424,,1442.261,1408.7414,,2851.1557,2942.1781490221674,2796.875,0,0,524448268,524448320
True,native,1073741824,,,2026-09-05T08:50:31.165968+00:00,90,5,0090-native-1073741824-r5,True,client,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,26.9548,3.0712,,,,,,,,,30.066,0.2682,,2936.8979,,,2960.1926,5897.169,2913.240096052869,5531.25,0,0,1074069944,1074069892,True,server,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,27.239,,,,,,,,,27.2478,,0.3746,,2937.0009,2960.124,,5897.3102,2913.170343998523,5562.5,0,0,1074069892,1074069944
True,native,102400,,,2026-09-05T08:50:31.742655+00:00,91,6,0091-native-102400-r6,True,client,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.4977,2.7437,,,,,,,,,5.2579,0.189,,0.6983,,,0.8247,1.58,1036.9620253164558,15.625,0,0,102640,102588,True,server,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.4307,,,,,,,,,2.4386,,0.333,,0.8554,0.5848,,1.6481,994.1144348037133,0.0,0,0,102588,102640
True,hybrid,524288000,,,2026-09-05T08:50:35.747470+00:00,92,6,0092-hybrid-524288000-r6,True,client,hybrid,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,2.895,2.5608,0.0459,2.4108,,,0.227,0.2356,,0.124,7.9695,0.2779,,1732.0738,,,1662.6283,3394.7849,2471.0278403795187,3281.25,1144,4581,524648570,524648493,True,server,hybrid,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,2.2347,0.0553,2.6393,0.2598,0.9978,,,0.1048,0.1114,4.9713,,0.1961,,1732.1977,1662.4875,,3394.8929,2470.9492308284603,3187.5,4581,1144,524648493,524648570
True,hybrid,102400,,,2026-09-05T08:50:36.329645+00:00,93,6,0093-hybrid-102400-r6,True,client,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,12.1857,2.3422,0.046,3.1421,,,0.2234,0.2177,,0.1206,17.7756,0.2289,,0.7994,,,0.9802,1.8492,886.0047588146225,0.0,1144,4581,102790,102713,True,server,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,11.7594,0.0551,3.3464,0.2341,1.7714,,,0.0984,0.1121,15.2024,,0.1451,,1.0178,0.6648,,1.9424,843.4925864909391,0.0,4581,1144,102713,102790
True,native,1048576,,,2026-09-05T08:50:36.917364+00:00,94,6,0094-native-1048576-r6,True,client,native,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.5671,2.8339,,,,,,,,,5.4185,0.2099,,3.4532,,,3.441,6.9516,2413.4323033546234,0.0,0,0,1049116,1049064,True,server,native,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.5274,,,,,,,,,2.5358,,0.3457,,3.5961,3.2901,,7.0376,2383.939979538479,15.625,0,0,1049064,1049116
True,hybrid,104857600,,,2026-09-05T08:50:38.174114+00:00,95,6,0095-hybrid-104857600-r6,True,client,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,12.6708,2.6545,0.0457,1.9161,,,0.2216,0.2315,,0.127,17.3819,0.2156,,340.8446,,,331.6055,672.5324,2494.633121021381,625.0,1144,4581,104929990,104929913,True,server,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,12.5108,0.0593,2.123,0.2404,0.476,,,0.0949,0.1155,14.7418,,0.132,,340.9813,331.4423,,672.643,2494.2229384681027,640.625,4581,1144,104929913,104929990
True,baseline,524288000,,,2026-09-05T08:50:41.703170+00:00,96,6,0096-baseline-524288000-r6,True,client,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.6272,2.4415,,,,,,,,,5.0912,0.2247,,1463.7232,,,1478.6716,2942.4685,2850.874359402658,2796.875,0,0,524448320,524448268,True,server,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.1211,,,,,,,,,2.13,,0.3531,,1463.8207,1478.5962,,2942.5698,2850.7762160816033,2734.375,0,0,524448268,524448320
True,native,1024,,,2026-09-05T08:50:42.284497+00:00,97,6,0097-native-1024-r6,True,client,native,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,12.9955,2.9684,,,,,,,,,15.9986,0.2367,,0.3493,,,0.3157,0.7174,22.83802620574296,0.0,0,0,1244,1192,True,server,native,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,13.0092,,,,,,,,,13.0182,,0.3616,,0.4303,0.2807,,0.8066,20.312422514257378,15.625,0,0,1192,1244
True,baseline,1048576,,,2026-09-05T08:50:42.901927+00:00,98,6,0098-baseline-1048576-r6,True,client,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,23.6171,2.8115,,,,,,,,,26.4744,0.2893,,3.3789,,,3.6773,7.13,2353.0457223001404,15.625,0,0,1049116,1049064,True,server,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,23.5103,,,,,,,,,23.5204,,0.2933,,3.5242,3.5583,,7.2771,2305.4810295309944,15.625,0,0,1049064,1049116
True,hybrid,1024,,,2026-09-05T08:50:43.500673+00:00,99,6,0099-hybrid-1024-r6,True,client,hybrid,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,2.694,2.4279,0.0446,2.0761,,,0.2268,0.2209,,0.1229,7.3084,0.2192,,0.3589,,,0.3733,0.7925,20.673817034700317,15.625,1144,4581,1369,1292,True,server,hybrid,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,2.033,0.0557,2.2623,0.239,0.6601,,,0.0958,0.1132,4.3974,,0.1333,,0.433,0.3073,,0.8852,18.508811568007232,0.0,4581,1144,1292,1369
True,hybrid,1048576,,,2026-09-05T08:50:44.089422+00:00,100,6,0100-hybrid-1048576-r6,True,client,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,7.7299,2.4585,0.0463,1.955,,,0.2306,0.2426,,0.1299,12.2556,0.2193,,3.953,,,3.9219,7.9398,2113.052721731026,0.0,1144,4581,1049641,1049564,True,server,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,7.4738,0.059,2.1178,0.2756,0.4127,,,0.0999,0.1369,9.6986,,0.1346,,4.0901,3.3128,,8.0257,2090.43647283103,31.25,4581,1144,1049564,1049641
True,baseline,1024,,,2026-09-05T08:50:44.755764+00:00,101,6,0101-baseline-1024-r6,True,client,baseline,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,4.2897,3.5505,,,,,,,,,7.8704,0.3528,,0.415,,,0.8503,1.3488,12.14709371293001,0.0,0,0,1244,1192,True,server,baseline,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,3.2614,,,,,,,,,3.2765,,0.4384,,0.8077,0.4695,,1.4606,11.217307955634672,0.0,0,0,1192,1244
True,baseline,1073741824,,,2026-09-05T08:50:51.551656+00:00,102,6,0102-baseline-1073741824-r6,True,client,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,24.2873,3.3394,,,,,,,,,27.6725,0.3111,,3026.9917,,,3010.6825,6037.7546,2845.4069968328954,5640.625,0,0,1074069944,1074069892,True,server,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,24.2165,,,,,,,,,24.2271,,0.6183,,3027.1411,3010.5977,,6037.9142,2845.331784277425,5796.875,0,0,1074069892,1074069944
True,hybrid,1073741824,,,2026-09-05T08:50:59.100530+00:00,103,6,0103-hybrid-1073741824-r6,True,client,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,19.025,2.5376,0.0441,1.9214,,,0.2277,0.2364,,0.1228,23.5883,0.246,,3473.3867,,,3472.7938,6946.2639,2473.253166209248,6453.125,1144,4581,1074479944,1074479867,True,server,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,18.7011,0.0604,2.1316,0.2585,0.4001,,,0.1072,0.1155,20.9365,,0.134,,3473.5598,3472.6204,,6946.3979,2473.2054557369943,6640.625,4581,1144,1074479867,1074479944
True,native,524288000,,,2026-09-05T08:51:02.555206+00:00,104,6,0104-native-524288000-r6,True,client,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,25.9679,3.2317,,,,,,,,,29.2413,0.2113,,1436.0828,,,1418.4567,2854.6113,2938.6165464979413,2781.25,0,0,524448320,524448268,True,server,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,26.2123,,,,,,,,,26.2236,,0.3901,,1436.1626,1418.3396,,2854.6997,2938.525547888627,2609.375,0,0,524448268,524448320
True,baseline,104857600,,,2026-09-05T08:51:03.746569+00:00,105,6,0105-baseline-104857600-r6,True,client,baseline,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,12.9424,2.7068,,,,,,,,,15.6785,0.2599,,304.062,,,283.8815,588.0194,2853.1738918817987,515.625,0,0,104889840,104889788,True,server,baseline,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,12.7373,,,,,,,,,12.7473,,0.3985,,304.1872,283.7801,,588.1373,2852.6019349563444,578.125,0,0,104889788,104889840
True,native,104857600,,,2026-09-05T08:51:04.930540+00:00,106,6,0106-native-104857600-r6,True,client,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,18.965,3.1536,,,,,,,,,22.1453,0.2637,,282.7887,,,295.743,578.6088,2899.5784371063837,562.5,0,0,104889840,104889788,True,server,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,19.2917,,,,,,,,,19.3005,,0.3662,,282.9746,295.6225,,578.7633,2898.804398965864,578.125,0,0,104889788,104889840
True,baseline,102400,,,2026-09-05T08:51:05.510789+00:00,107,6,0107-baseline-102400-r6,True,client,baseline,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.5615,2.5607,,,,,,,,,5.1414,0.2105,,0.7176,,,0.8159,1.5923,1028.9518306851724,15.625,0,0,102640,102588,True,server,baseline,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.2061,,,,,,,,,2.2145,,0.3692,,0.9001,0.57,,1.6755,977.8573560131305,0.0,0,0,102588,102640
True,native,1073741824,,,2026-09-05T08:51:11.567658+00:00,108,6,0108-native-1073741824-r6,True,client,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,23.7667,2.8671,,,,,,,,,26.6622,0.2696,,2964.1681,,,2491.8733,5456.1252,3148.7307483340005,5343.75,0,0,1074069944,1074069892,True,server,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,23.876,,,,,,,,,23.884,,0.358,,2964.2848,2491.5124,,5456.2524,3148.6573429044447,5062.5,0,0,1074069892,1074069944
True,hybrid,1073741824,,,2026-09-05T08:51:18.703972+00:00,109,7,0109-hybrid-1073741824-r7,True,client,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,9.9698,2.3923,0.0435,1.8951,,,0.2275,0.2162,,0.1213,14.3858,0.2352,,3567.2254,,,2984.8975,6552.201,2621.999719483575,6312.5,1144,4581,1074479944,1074479867,True,server,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,9.536,0.0557,2.083,0.2383,0.4034,,,0.1071,0.1161,11.7174,,0.1223,,3567.344,2984.6992,,6552.33,2621.948098462685,5843.75,4581,1144,1074479867,1074479944
True,hybrid,104857600,,,2026-09-05T08:51:19.936575+00:00,110,7,0110-hybrid-104857600-r7,True,client,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,3.0998,2.3873,0.045,2.0703,,,0.227,0.2251,,0.1242,7.6611,0.2627,,342.5493,,,310.7351,653.3698,2567.7978994437763,609.375,1144,4581,104929990,104929913,True,server,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,2.0977,0.0553,2.2427,0.2429,0.5698,,,0.1039,0.1155,4.4412,,0.2026,,342.6743,310.6299,,653.4935,2567.311840133069,609.375,4581,1144,104929913,104929990
True,baseline,1073741824,,,2026-09-05T08:51:26.376254+00:00,111,7,0111-baseline-1073741824-r7,True,client,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.5043,2.3049,,,,,,,,,4.8266,0.2146,,2986.1543,,,2878.9725,5865.2005,2929.118822792162,5640.625,0,0,1074069944,1074069892,True,server,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.0269,,,,,,,,,2.0349,,0.3253,,2986.2455,2878.8824,,5865.2897,2929.074276416389,5375.0,0,0,1074069892,1074069944
True,hybrid,1048576,,,2026-09-05T08:51:26.979963+00:00,112,7,0112-hybrid-1048576-r7,True,client,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,17.7352,2.6343,0.0464,2.266,,,0.2289,0.2379,,0.1282,22.7474,0.3423,,3.9842,,,3.9718,8.0236,2090.9835983847647,31.25,1144,4581,1049641,1049564,True,server,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,17.4457,0.0604,2.5438,0.278,0.6563,,,0.1003,0.12,20.1009,,0.1314,,4.1826,3.7635,,8.1626,2055.376473182565,0.0,4581,1144,1049564,1049641
True,native,1073741824,,,2026-09-05T08:51:33.657789+00:00,113,7,0113-native-1073741824-r7,True,client,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.7672,2.8342,,,,,,,,,5.6191,0.2361,,2944.2832,,,3144.0996,6088.4664,2821.707151738572,5484.375,0,0,1074069944,1074069892,True,server,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.5747,,,,,,,,,2.5827,,0.3474,,2944.3762,3144.0105,,6088.5866,2821.651446002263,5656.25,0,0,1074069892,1074069944
True,native,104857600,,,2026-09-05T08:51:34.833634+00:00,114,7,0114-native-104857600-r7,True,client,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.4746,2.9121,,,,,,,,,5.4074,0.2059,,290.6951,,,291.2402,582.0126,2882.620754258585,531.25,0,0,104889840,104889788,True,server,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.5648,,,,,,,,,2.5733,,0.3333,,290.7878,291.0912,,582.1104,2882.1364469695095,562.5,0,0,104889788,104889840
True,native,102400,,,2026-09-05T08:51:35.419288+00:00,115,7,0115-native-102400-r7,True,client,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,6.6437,2.9433,,,,,,,,,9.6103,0.2412,,0.733,,,0.8553,1.6457,995.5641976058821,15.625,0,0,102640,102588,True,server,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,6.6088,,,,,,,,,6.6181,,0.3778,,0.9116,0.6177,,1.7417,940.6901303324338,0.0,0,0,102588,102640
True,hybrid,1024,,,2026-09-05T08:51:35.992595+00:00,116,7,0116-hybrid-1024-r7,True,client,hybrid,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,9.9188,2.5068,0.0463,2.2568,,,0.2209,0.2357,,0.1238,14.7846,0.2347,,0.3845,,,0.3531,0.7967,20.564829923434164,15.625,1144,4581,1369,1292,True,server,hybrid,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,9.6219,0.0686,2.4513,0.2563,0.8306,,,0.095,0.113,12.1863,,0.1554,,0.4642,0.3042,,0.8848,18.517179023508135,0.0,4581,1144,1292,1369
True,baseline,1048576,,,2026-09-05T08:51:36.560581+00:00,117,7,0117-baseline-1048576-r7,True,client,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.6274,2.5569,,,,,,,,,5.2026,0.2228,,3.3598,,,3.5128,6.9342,2419.4883331891206,15.625,0,0,1049116,1049064,True,server,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.2483,,,,,,,,,2.257,,0.3805,,3.4877,3.3506,,7.0137,2392.0635328000913,0.0,0,0,1049064,1049116
True,baseline,524288000,,,2026-09-05T08:51:39.987612+00:00,118,7,0118-baseline-524288000-r7,True,client,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.8229,2.448,,,,,,,,,5.289,0.2101,,1401.9894,,,1464.7604,2866.8254,2926.0965805591086,2765.625,0,0,524448320,524448268,True,server,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.1649,,,,,,,,,2.1733,,0.3375,,1402.1246,1464.6475,,2866.9284,2925.991454826706,2828.125,0,0,524448268,524448320
True,hybrid,102400,,,2026-09-05T08:51:40.605258+00:00,119,7,0119-hybrid-102400-r7,True,client,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,25.9875,2.4648,0.0443,2.143,,,0.2265,0.2303,,0.1235,30.7001,0.3006,,0.8059,,,1.0432,1.9192,853.6890370987911,0.0,1144,4581,102790,102713,True,server,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,25.7521,0.0581,2.3428,0.2447,0.5621,,,0.0995,0.1243,28.2004,,0.1348,,1.124,0.655,,2.0964,781.5302423201679,15.625,4581,1144,102713,102790
True,native,524288000,,,2026-09-05T08:51:43.810518+00:00,120,7,0120-native-524288000-r7,True,client,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.7687,2.996,,,,,,,,,5.7898,0.2515,,1366.8003,,,1256.8772,2623.7535,3197.17839347332,2546.875,0,0,524448320,524448268,True,server,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.6216,,,,,,,,,2.6302,,0.4562,,1366.946,1256.757,,2623.8583,3197.050694391538,2531.25,0,0,524448268,524448320
