success,mode,payload_bytes,error_type,error,completed_utc,execution_order,repetition,run_id,client_success,client_endpoint,client_mode,client_payload_bytes,client_tls_version,client_tls_cipher,client_tls_group,client_alpn,client_error_type,client_error,client_tcp_connect_ms,client_tls_handshake_ms,client_tls_exporter_ms,client_pqc_handshake_ms,client_pqc_kem_keygen_ms,client_pqc_signature_sign_ms,client_pqc_signature_verify_ms,client_pqc_encapsulation_ms,client_pqc_decapsulation_ms,client_pqc_kdf_ms,client_channel_ready_ms,client_ping_rtt_ms,client_ping_service_ms,client_upload_send_ms,client_upload_receive_ms,client_download_send_ms,client_download_receive_ms,client_transfer_total_ms,client_throughput_mbps,client_process_cpu_ms,client_handshake_framed_bytes_sent,client_handshake_framed_bytes_received,client_application_framed_bytes_sent,client_application_framed_bytes_received,server_success,server_endpoint,server_mode,server_payload_bytes,server_tls_version,server_tls_cipher,server_tls_group,server_alpn,server_error_type,server_error,server_tcp_connect_ms,server_tls_handshake_ms,server_tls_exporter_ms,server_pqc_handshake_ms,server_pqc_kem_keygen_ms,server_pqc_signature_sign_ms,server_pqc_signature_verify_ms,server_pqc_encapsulation_ms,server_pqc_decapsulation_ms,server_pqc_kdf_ms,server_channel_ready_ms,server_ping_rtt_ms,server_ping_service_ms,server_upload_send_ms,server_upload_receive_ms,server_download_send_ms,server_download_receive_ms,server_transfer_total_ms,server_throughput_mbps,server_process_cpu_ms,server_handshake_framed_bytes_sent,server_handshake_framed_bytes_received,server_application_framed_bytes_sent,server_application_framed_bytes_received
True,native,524288000,,,2026-09-05T08:48:33.797194+00:00,38,3,0038-native-524288000-r3,True,client,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,15.2106,2.962,,,,,,,,,18.1957,0.2675,,1441.4091,,,1397.7512,2839.2371,2954.5288767887687,2750.0,0,0,524448320,524448268,True,server,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,15.3329,,,,,,,,,15.3429,,0.37,,1441.5134,1397.3816,,2839.3431,2954.4185766066803,2593.75,0,0,524448268,524448320
True,hybrid,104857600,,,2026-09-05T08:48:35.064293+00:00,39,3,0039-hybrid-104857600-r3,True,client,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,19.0066,2.534,0.0442,2.1362,,,0.2201,0.2253,,0.1221,23.806,0.2802,,339.4019,,,337.0904,676.5762,2479.72305262881,671.875,1144,4581,104929990,104929913,True,server,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,18.7746,0.0542,2.3419,0.2469,0.6536,,,0.1058,0.1223,21.2127,,0.1642,,339.563,336.9459,,676.7198,2479.1968551828986,640.625,4581,1144,104929913,104929990
True,hybrid,524288000,,,2026-09-05T08:48:39.047941+00:00,40,3,0040-hybrid-524288000-r3,True,client,hybrid,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,25.0162,2.5123,0.0475,3.0312,,,0.2267,0.2292,,0.1234,30.6631,0.2294,,1698.9408,,,1681.905,3380.9292,2481.1545890993516,3203.125,1144,4581,524648570,524648493,True,server,hybrid,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,24.7395,0.0559,3.2326,0.2486,1.6026,,,0.1066,0.1158,28.0712,,0.1438,,1699.1228,1681.7223,,3381.0588,2481.0594834967083,3218.75,4581,1144,524648493,524648570
True,hybrid,1073741824,,,2026-09-05T08:48:46.598853+00:00,41,3,0041-hybrid-1073741824-r3,True,client,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,13.7908,2.3718,0.0441,2.893,,,0.2235,0.217,,0.1198,19.1598,0.2455,,3519.6996,,,3434.0822,6953.8665,2470.5491806608597,6531.25,1144,4581,1074479944,1074479867,True,server,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,13.3446,0.0561,3.0805,0.2378,1.4237,,,0.0984,0.1154,16.5287,,0.1247,,3519.8458,3433.9232,,6953.9785,2470.509390272058,6578.125,4581,1144,1074479867,1074479944
True,baseline,1073741824,,,2026-09-05T08:48:53.090428+00:00,42,3,0042-baseline-1073741824-r3,True,client,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,24.3986,2.812,,,,,,,,,27.236,0.2702,,2949.26,,,2954.522,5903.8582,2909.939331537468,5578.125,0,0,1074069944,1074069892,True,server,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,24.4485,,,,,,,,,24.458,,0.3853,,2949.3858,2954.4203,,5903.981,2909.878806181795,5609.375,0,0,1074069892,1074069944
True,baseline,104857600,,,2026-09-05T08:48:54.234288+00:00,43,3,0043-baseline-104857600-r3,True,client,baseline,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,13.6139,2.8779,,,,,,,,,16.5317,0.2309,,289.8483,,,259.3584,549.2867,3054.3641417132435,500.0,0,0,104889840,104889788,True,server,baseline,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,13.6566,,,,,,,,,13.6654,,0.3597,,290.0066,259.2282,,549.3933,3053.771496667324,500.0,0,0,104889788,104889840
True,baseline,1024,,,2026-09-05T08:48:54.829396+00:00,44,3,0044-baseline-1024-r3,True,client,baseline,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,17.1638,2.4975,,,,,,,,,19.6835,0.2199,,0.3511,,,0.4222,0.84,19.504761904761907,0.0,0,0,1244,1192,True,server,baseline,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,16.8447,,,,,,,,,16.8533,,0.3497,,0.4738,0.2993,,0.9308,17.602062741727547,15.625,0,0,1192,1244
True,hybrid,102400,,,2026-09-05T08:48:55.402809+00:00,45,3,0045-hybrid-102400-r3,True,client,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,5.5943,2.5731,0.0518,1.9692,,,0.2328,0.2282,,0.1292,10.2482,0.228,,0.8313,,,0.9692,1.8731,874.6996956916341,15.625,1144,4581,102790,102713,True,server,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,5.4378,0.0695,2.1475,0.32,0.4093,,,0.0958,0.1159,7.6983,,0.1453,,1.0757,0.6691,,1.9677,832.6472531381816,0.0,4581,1144,102713,102790
True,native,102400,,,2026-09-05T08:48:55.988034+00:00,46,3,0046-native-102400-r3,True,client,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,22.9026,2.9434,,,,,,,,,25.8688,0.3016,,0.7865,,,0.9438,1.7911,914.7451286918655,15.625,0,0,102640,102588,True,server,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,23.0908,,,,,,,,,23.1001,,0.3911,,1.089,0.6023,,1.9541,838.4422496289853,0.0,0,0,102588,102640
True,native,1024,,,2026-09-05T08:48:56.573869+00:00,47,3,0047-native-1024-r3,True,client,native,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,16.3603,3.2062,,,,,,,,,19.5958,0.2202,,0.3485,,,0.3365,0.7382,22.19452722839339,31.25,0,0,1244,1192,True,server,native,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,16.7792,,,,,,,,,16.7889,,0.3599,,0.4415,0.2852,,0.8261,19.832950006052535,0.0,0,0,1192,1244
True,baseline,102400,,,2026-09-05T08:48:57.146338+00:00,48,3,0048-baseline-102400-r3,True,client,baseline,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.5346,2.7263,,,,,,,,,5.2774,0.2126,,0.7809,,,1.051,1.8859,868.7629248634605,0.0,0,0,102640,102588,True,server,baseline,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.4358,,,,,,,,,2.4442,,0.3308,,1.0371,0.6314,,1.9881,824.1034153211609,0.0,0,0,102588,102640
True,baseline,524288000,,,2026-09-05T08:49:00.706693+00:00,49,3,0049-baseline-524288000-r3,True,client,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,9.1674,2.3524,,,,,,,,,11.5443,0.23,,1475.4312,,,1492.2111,2967.7175,2826.6194474372983,2734.375,0,0,524448320,524448268,True,server,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,8.6735,,,,,,,,,8.6817,,0.3739,,1475.5318,1492.1446,,2967.825,2826.5170621583147,2750.0,0,0,524448268,524448320
True,native,104857600,,,2026-09-05T08:49:01.852330+00:00,50,3,0050-native-104857600-r3,True,client,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.4401,2.805,,,,,,,,,5.2627,0.2074,,291.5638,,,287.834,579.4717,2895.260631364741,546.875,0,0,104889840,104889788,True,server,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.4968,,,,,,,,,2.5053,,0.3312,,291.6662,287.7219,,579.5629,2894.805033241431,578.125,0,0,104889788,104889840
True,baseline,1048576,,,2026-09-05T08:49:02.463454+00:00,51,3,0051-baseline-1048576-r3,True,client,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,15.9679,2.4622,,,,,,,,,18.4566,0.2152,,3.3886,,,3.4106,6.8557,2447.1922633720847,0.0,0,0,1049116,1049064,True,server,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,15.6842,,,,,,,,,15.6961,,0.3431,,3.4978,3.2765,,6.9345,2419.3836614031297,0.0,0,0,1049064,1049116
True,native,1048576,,,2026-09-05T08:49:03.039647+00:00,52,3,0052-native-1048576-r3,True,client,native,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,12.7623,2.9415,,,,,,,,,15.7271,0.2622,,3.3517,,,2.966,6.3751,2631.6788756254805,15.625,0,0,1049116,1049064,True,server,native,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,12.9453,,,,,,,,,12.9542,,0.3536,,3.5013,2.7998,,6.5099,2577.1849029939017,15.625,0,0,1049064,1049116
True,hybrid,1048576,,,2026-09-05T08:49:03.630906+00:00,53,3,0053-hybrid-1048576-r3,True,client,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,9.3107,2.6386,0.0553,2.5511,,,0.2276,0.2254,,0.1259,14.6185,0.2387,,3.9934,,,4.009,8.0664,2079.888921947833,0.0,1144,4581,1049641,1049564,True,server,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,9.0958,0.0575,2.7229,0.256,1.0052,,,0.0985,0.1138,11.9188,,0.1253,,4.1446,3.8005,,8.1579,2056.5606344770104,15.625,4581,1144,1049564,1049641
True,native,1073741824,,,2026-09-05T08:49:10.038798+00:00,54,3,0054-native-1073741824-r3,True,client,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,16.6247,2.8492,,,,,,,,,19.4924,0.2553,,2961.3617,,,2841.258,5802.6903,2960.673118122468,5484.375,0,0,1074069944,1074069892,True,server,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,16.671,,,,,,,,,16.6799,,0.3625,,2961.4812,2840.8722,,5802.7989,2960.6177088094505,5437.5,0,0,1074069892,1074069944
True,baseline,104857600,,,2026-09-05T08:49:11.244757+00:00,55,4,0055-baseline-104857600-r4,True,client,baseline,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.6357,2.3745,,,,,,,,,5.0283,0.1943,,290.7325,,,333.8888,624.6953,2685.6638748522682,562.5,0,0,104889840,104889788,True,server,baseline,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.0684,,,,,,,,,2.0766,,0.338,,290.8156,333.8053,,624.7817,2685.29247895705,546.875,0,0,104889788,104889840
True,native,1048576,,,2026-09-05T08:49:11.818211+00:00,56,4,0056-native-1048576-r4,True,client,native,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.6166,2.8839,,,,,,,,,5.519,0.207,,3.4169,,,3.2838,6.7596,2481.983549322445,15.625,0,0,1049116,1049064,True,server,native,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.5587,,,,,,,,,2.5674,,0.3515,,3.5264,3.1069,,6.8388,2453.239749663684,15.625,0,0,1049064,1049116
True,hybrid,524288000,,,2026-09-05T08:49:15.764042+00:00,57,4,0057-hybrid-524288000-r4,True,client,hybrid,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,11.201,2.5976,0.044,1.9169,,,0.2338,0.2309,,0.1293,15.8184,0.2341,,1709.581,,,1651.7581,3361.4226,2495.552924526657,3234.375,1144,4581,524648570,524648493,True,server,hybrid,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,10.96,0.0558,2.1336,0.2534,0.4058,,,0.1065,0.1149,13.1928,,0.1225,,1709.7078,1651.6111,,3361.5418,2495.464432422051,3234.375,4581,1144,524648493,524648570
True,hybrid,1024,,,2026-09-05T08:49:16.334544+00:00,58,4,0058-hybrid-1024-r4,True,client,hybrid,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,2.5263,2.26,0.0434,2.6005,,,0.2182,0.218,,0.1219,7.4832,0.2199,,0.3558,,,0.3657,0.78,21.005128205128205,15.625,1144,4581,1369,1292,True,server,hybrid,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,2.0355,0.0569,2.7498,0.2346,1.146,,,0.0952,0.1342,4.8879,,0.1326,,0.439,0.3109,,0.8736,18.754578754578755,31.25,4581,1144,1292,1369
True,baseline,1024,,,2026-09-05T08:49:16.937086+00:00,59,4,0059-baseline-1024-r4,True,client,baseline,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,23.1887,2.5767,,,,,,,,,25.794,0.2582,,0.3475,,,0.3557,0.7551,21.697788372401007,0.0,0,0,1244,1192,True,server,baseline,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,22.5385,,,,,,,,,22.5471,,0.3846,,0.4684,0.2896,,0.8558,19.144659967282074,0.0,0,0,1192,1244
True,hybrid,1073741824,,,2026-09-05T08:49:24.398002+00:00,60,4,0060-hybrid-1073741824-r4,True,client,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,11.6432,2.4011,0.0441,1.9603,,,0.2197,0.2223,,0.128,16.117,0.2375,,3489.6793,,,3383.4196,6873.1809,2499.551435347788,6671.875,1144,4581,1074479944,1074479867,True,server,hybrid,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,11.2661,0.0647,2.0843,0.2338,0.4928,,,0.0983,0.1142,13.4632,,0.1545,,3489.8033,3383.268,,6873.2862,2499.5131417632515,6531.25,4581,1144,1074479867,1074479944
True,hybrid,1048576,,,2026-09-05T08:49:24.999752+00:00,61,4,0061-hybrid-1048576-r4,True,client,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,3.4789,2.5947,0.0465,1.9882,,,0.2206,0.2261,,0.1242,8.1739,0.2173,,3.9622,,,4.357,8.3896,1999.7635167350052,31.25,1144,4581,1049641,1049564,True,server,hybrid,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,3.242,0.0579,2.2452,0.2916,0.5727,,,0.1039,0.1145,5.5869,,0.1321,,4.1502,4.1436,,8.4836,1977.6057334150598,15.625,4581,1144,1049564,1049641
True,native,104857600,,,2026-09-05T08:49:26.201052+00:00,62,4,0062-native-104857600-r4,True,client,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,26.718,3.1113,,,,,,,,,29.8774,0.3163,,299.5398,,,296.0463,595.6712,2816.522940843875,515.625,0,0,104889840,104889788,True,server,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,26.635,,,,,,,,,26.6449,,0.4446,,299.7241,295.9179,,595.8142,2815.8469536308467,578.125,0,0,104889788,104889840
True,native,1073741824,,,2026-09-05T08:49:32.701618+00:00,63,4,0063-native-1073741824-r4,True,client,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.5622,2.7795,,,,,,,,,5.3644,0.2231,,2894.7652,,,3037.5639,5932.4081,2895.935157259326,5468.75,0,0,1074069944,1074069892,True,server,native,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.5475,,,,,,,,,2.5563,,0.3299,,2894.8683,3037.4896,,5932.512,2895.8844388346793,5640.625,0,0,1074069892,1074069944
True,hybrid,104857600,,,2026-09-05T08:49:33.920732+00:00,64,4,0064-hybrid-104857600-r4,True,client,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,10.5163,2.6497,0.0487,2.5132,,,0.2291,0.2277,,0.1283,15.7897,0.278,,343.6075,,,296.2768,639.9684,2621.5694399910994,625.0,1144,4581,104929990,104929913,True,server,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,10.1566,0.0576,2.8009,0.2799,1.0384,,,0.1086,0.1144,13.0617,,0.1359,,343.7509,296.1284,,640.1033,2621.016951482675,609.375,4581,1144,104929913,104929990
True,baseline,524288000,,,2026-09-05T08:49:37.435083+00:00,65,4,0065-baseline-524288000-r4,True,client,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.9244,2.5903,,,,,,,,,5.5362,0.2607,,1442.8296,,,1502.0936,2945.0025,2848.42135108544,2765.625,0,0,524448320,524448268,True,server,baseline,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.3067,,,,,,,,,2.3152,,0.3816,,1442.9229,1502.0337,,2945.1146,2848.3129315239553,2703.125,0,0,524448268,524448320
True,baseline,1073741824,,,2026-09-05T08:49:43.835096+00:00,66,4,0066-baseline-1073741824-r4,True,client,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.6389,2.4736,,,,,,,,,5.1308,0.2332,,2939.9166,,,2893.3184,5833.3065,2945.1339791591613,5343.75,0,0,1074069944,1074069892,True,server,baseline,1073741824,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.183,,,,,,,,,2.1912,,0.3507,,2940.0626,2893.1976,,5833.4092,2945.0821286461437,5625.0,0,0,1074069892,1074069944
True,native,1024,,,2026-09-05T08:49:44.422643+00:00,67,4,0067-native-1024-r4,True,client,native,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,3.0226,3.241,,,,,,,,,6.2928,0.2081,,0.4221,,,0.3343,0.8113,20.194749168001973,0.0,0,0,1244,1192,True,server,native,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.9098,,,,,,,,,2.9196,,0.387,,0.5017,0.281,,0.8871,18.469169203021078,0.0,0,0,1192,1244
True,hybrid,102400,,,2026-09-05T08:49:45.011348+00:00,68,4,0068-hybrid-102400-r4,True,client,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,2.5528,2.4362,0.043,2.2978,,,0.2212,0.2337,,0.1217,7.3919,0.2324,,0.8743,,,0.901,1.8398,890.5315795195129,0.0,1144,4581,102790,102713,True,server,hybrid,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,2.1889,0.0571,2.4333,0.2349,0.84,,,0.0973,0.1137,4.7248,,0.1568,,1.084,0.6353,,1.9313,848.3404960389375,0.0,4581,1144,102713,102790
True,native,524288000,,,2026-09-05T08:49:48.424615+00:00,69,4,0069-native-524288000-r4,True,client,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.5322,2.9641,,,,,,,,,5.5145,0.2879,,1416.5308,,,1399.6419,2816.2491,2978.6456034730736,2687.5,0,0,524448320,524448268,True,server,native,524288000,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.6518,,,,,,,,,2.6614,,0.4104,,1416.6736,1399.5252,,2816.3723,2978.515304954534,2750.0,0,0,524448268,524448320
True,native,102400,,,2026-09-05T08:49:49.025873+00:00,70,4,0070-native-102400-r4,True,client,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,21.1911,3.0581,,,,,,,,,24.2713,0.2933,,0.7599,,,0.8718,1.6889,970.0988809284148,15.625,0,0,102640,102588,True,server,native,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,21.474,,,,,,,,,21.4833,,0.393,,0.9913,0.5838,,1.833,893.8352427714129,0.0,0,0,102588,102640
True,baseline,102400,,,2026-09-05T08:49:49.615821+00:00,71,4,0071-baseline-102400-r4,True,client,baseline,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.9019,2.4623,,,,,,,,,5.3825,0.2053,,0.6723,,,1.0898,1.8553,883.0916832857221,15.625,0,0,102640,102588,True,server,baseline,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.149,,,,,,,,,2.1576,,0.3487,,0.8668,0.7084,,1.9151,855.5166832019216,15.625,0,0,102588,102640
True,baseline,1048576,,,2026-09-05T08:49:50.215169+00:00,72,4,0072-baseline-1048576-r4,True,client,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,13.4118,2.6286,,,,,,,,,16.0719,0.2544,,3.3592,,,3.2954,6.7122,2499.5107416346355,0.0,0,0,1049116,1049064,True,server,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,13.1652,,,,,,,,,13.1736,,0.4975,,3.4808,3.1378,,6.8055,2465.2436999485712,31.25,0,0,1049064,1049116
True,baseline,104857600,,,2026-09-05T08:49:51.363739+00:00,73,5,0073-baseline-104857600-r5,True,client,baseline,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,2.5823,2.4278,,,,,,,,,5.0296,0.2162,,287.0508,,,295.6699,582.7951,2878.7503532545143,562.5,0,0,104889840,104889788,True,server,baseline,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,2.1147,,,,,,,,,2.1238,,0.3447,,287.1476,295.5896,,582.8953,2878.2554945974002,515.625,0,0,104889788,104889840
True,hybrid,104857600,,,2026-09-05T08:49:52.603032+00:00,74,5,0074-hybrid-104857600-r5,True,client,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,18.3225,2.5681,0.0467,2.723,,,0.2851,0.2381,,0.1303,23.7291,0.2659,,344.5304,,,295.4478,640.063,2621.1819773990997,609.375,1144,4581,104929990,104929913,True,server,hybrid,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/hybrid/1,,,,17.8429,0.0579,2.9245,0.2276,1.0921,,,0.1025,0.1232,20.869,,0.1316,,344.672,295.3343,,640.2139,2620.5641583227107,625.0,4581,1144,104929913,104929990
True,native,104857600,,,2026-09-05T08:49:53.794325+00:00,75,5,0075-native-104857600-r5,True,client,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.7707,2.9753,,,,,,,,,5.7648,0.2121,,290.7627,,,302.8034,593.6409,2826.1556776158786,546.875,0,0,104889840,104889788,True,server,native,104857600,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.7134,,,,,,,,,2.7213,,0.3042,,290.8456,302.7277,,593.7349,2825.7082411695856,578.125,0,0,104889788,104889840
True,baseline,102400,,,2026-09-05T08:49:54.383762+00:00,76,5,0076-baseline-102400-r5,True,client,baseline,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,12.7164,2.4681,,,,,,,,,15.2063,0.223,,0.7331,,,0.8082,1.597,1025.92360676268,31.25,0,0,102640,102588,True,server,baseline,102400,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,12.2001,,,,,,,,,12.2089,,0.3603,,0.8948,0.5817,,1.6757,977.7406457003044,15.625,0,0,102588,102640
True,native,1024,,,2026-09-05T08:49:54.986709+00:00,77,5,0077-native-1024-r5,True,client,native,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,2.734,2.8634,,,,,,,,,5.616,0.2179,,0.3627,,,0.434,0.8515,19.241338813857897,15.625,0,0,1244,1192,True,server,native,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519MLKEM768,qcomm/baseline/1,,,,2.5955,,,,,,,,,2.6037,,0.2975,,0.4412,0.3837,,0.9358,17.508014533019878,0.0,0,0,1192,1244
True,baseline,1048576,,,2026-09-05T08:49:55.585166+00:00,78,5,0078-baseline-1048576-r5,True,client,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,11.7238,2.5622,,,,,,,,,14.3094,0.2362,,3.3434,,,3.4266,6.8354,2454.460016970477,31.25,0,0,1049116,1049064,True,server,baseline,1048576,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,11.4717,,,,,,,,,11.4806,,0.3496,,3.482,3.2877,,6.9194,2424.663410122265,15.625,0,0,1049064,1049116
True,baseline,1024,,,2026-09-05T08:49:56.173131+00:00,79,5,0079-baseline-1024-r5,True,client,baseline,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,17.7566,2.6285,,,,,,,,,20.4127,0.2059,,0.3552,,,0.3703,0.7884,20.78132927447996,0.0,0,0,1244,1192,True,server,baseline,1024,TLSv1.3,TLS_AES_256_GCM_SHA384,X25519,qcomm/baseline/1,,,,17.3744,,,,,,,,,17.3828,,0.3649,,0.4215,0.2936,,0.8617,19.013577811303236,0.0,0,0,1192,1244
