tls_version,run_index,host,port,ciphers_requested,ca_file,payload_bytes,use_hybrid,tcp_connect_time_ms,client_hello_time_ms,server_hello_time_ms,ecdh_time_ms,mlkem_encapsulation_time_ms,signature_verification_time_ms,key_derivation_time_ms,total_handshake_time_ms,handshake_time_ms,rtt_ms,bytes_sent,encrypt_time_ms,bytes_received,decrypt_time_ms,end_to_end_transfer_time_ms,throughput_bytes_per_sec,success
1.3,15,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,1.011500004096888,0.19169998995494097,10.064399990369566,0.3400999994482845,0.29880000511184335,1.8973999976878986,0.6507000070996583,25.910200012731366,25.910200012731366,0.9626999963074923,1048576,4.451499989954755,1048576,6.4362000121036544,10.889500001212582,96292391.74280156,True
1.3,16,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9588999964762479,0.2597000129753724,10.270799990394153,0.3446000046096742,0.3026999911526218,2.5763000012375414,0.5703000060748309,26.866999993217178,26.866999993217178,0.9733000042615458,1048576,4.358999998657964,1048576,4.892200013273396,9.252900010324083,113324038.82350756,True
1.3,17,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9571999980835244,0.18429999181535095,11.211799996090122,0.6567999953404069,0.5394999898271635,1.94980000378564,0.37599999632220715,28.19100000488106,28.19100000488106,1.2358999956632033,1048576,4.427200008649379,1048576,5.370200000470504,9.799000006751157,107008470.17834157,True
1.3,18,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9994000138249248,0.2381000085733831,10.55409999389667,0.338700003339909,0.30780000088270754,2.2289000044111162,0.6173000001581386,26.739499997347593,26.739499997347593,0.9888999920804054,1048576,4.449000000022352,1048576,5.452800003695302,9.903300000587478,105881473.84586924,True
1.3,19,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,1.0070999996969476,0.2015999925788492,10.0726999953622,0.3412000078242272,0.30050000350456685,2.148600004147738,0.9222999942721799,26.53779998945538,26.53779998945538,0.9589999972376972,1048576,4.767199992784299,1048576,4.85149999440182,9.620299999369308,108996185.15729687,True
1.3,20,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9624000085750595,0.2263999922433868,10.37640000868123,0.3463000030023977,0.3015999973285943,1.509599998826161,0.3651000006357208,25.676300007035024,25.676300007035024,0.9372999920742586,1048576,4.551500009256415,1048576,4.997800002456643,9.551000010105781,109787037.89032732,True
1.3,21,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9785000002011657,0.22850000823382288,10.113900003489107,0.33969999640248716,0.30220000189729035,2.226700002211146,0.7440000044880435,26.293599992641248,26.293599992641248,0.902900006622076,1048576,4.572599995299242,1048576,5.160700005944818,9.734899998875335,107713073.5930663,True
1.3,22,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9778000094229355,0.23070001043379307,10.654500001692213,0.34640000376384705,0.3077000001212582,1.5082000027177855,0.39929999911691993,25.68940000492148,25.68940000492148,0.9687999991001561,1048576,4.569000011542812,1048576,4.914899996947497,9.485600006883033,110543982.37740599,True
1.3,23,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,1.0983999964082614,0.19489999976940453,10.087300004670396,0.34300000697840005,0.29880000511184335,2.6956999936373904,0.7373999978881329,27.05930000229273,27.05930000229273,0.97490000189282,1048576,4.759799994644709,1048576,4.8067000025184825,9.568099994794466,109590827.91468304,True
1.3,24,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,1.0748000058811158,0.1939000067068264,9.61710000410676,0.3280000091763213,0.302100001135841,2.102799990097992,0.46660000225529075,24.720200002775528,24.720200002775528,0.8742000063648447,1048576,4.470100000617094,1048576,5.037299997638911,9.50899999588728,110271952.9344324,True
1.3,25,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9983000054489821,0.18390000332146883,11.895000003278255,0.35509999725036323,0.31380000291392207,1.6720999992685392,0.36160000308882445,27.923800007556565,27.923800007556565,1.385600000503473,1048576,4.5196999999461696,1048576,5.416999993030913,9.938300005160272,105508587.93310194,True
1.3,26,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,1.1116000096080825,0.251300007221289,10.077900005853735,0.32589999318588525,0.4766999918501824,1.3984999968670309,0.35509999725036323,25.30139998998493,25.30139998998493,0.9075999987544492,1048576,4.398300006869249,1048576,5.430200006230734,9.830300012254156,106667751.61418031,True
1.3,27,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,1.0161999962292612,0.23579999106004834,9.726399992359802,0.36109999928157777,0.3028999926755205,1.6404000052716583,0.8242000039899722,25.6268000084674,25.6268000084674,0.9891999943647534,1048576,4.842800000915304,1048576,5.1270999974804,9.971599996788427,105156243.76606733,True
1.3,28,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.971200002823025,0.23350000265054405,10.13329999113921,0.34169999707955867,0.3136000013910234,1.3135000044712797,0.35689999640453607,24.929799998062663,24.929799998062663,0.9042000019690022,1048576,4.5664000062970445,1048576,4.9368999898433685,9.50590000138618,110307914.01625235,True
1.3,29,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.973699992755428,0.2347999979974702,10.431700007757172,0.35099999513477087,0.3087999939452857,2.3474000045098364,0.6417999975383282,27.011400001356378,27.011400001356378,0.908499991055578,1048576,4.340799991041422,1048576,8.701500002644025,13.043799990555272,80388843.80006216,True
1.3,30,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,1.0065000096801668,0.25070000265259296,10.301400005118921,0.34159999631810933,0.3070999955525622,3.530400004819967,0.7999999943422154,28.519999992568046,28.519999992568046,1.072400002158247,1048576,4.419199991389178,1048576,5.033399997046217,9.454200000618584,110911129.43785746,True
1.3,31,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9781999979168177,0.23179998970590532,10.058200001367368,0.3274000046076253,0.29799999902024865,1.4500999968731776,0.36609999369829893,25.15890001086518,25.15890001086518,0.9390999912284315,1048576,4.440199991222471,1048576,5.0241999997524545,9.46589998784475,110774041.70194975,True
1.3,32,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,1048576,True,0.9591000125510618,0.23440000950358808,9.83569999516476,0.38440000207629055,0.6343999993987381,3.823600010946393,0.4797000001417473,27.386600006138906,27.386600006138906,0.8537999965483323,1048576,4.4393999996827915,1048576,5.399999994551763,9.841099992627278,106550690.55141892,True
