tls_version,run_index,file_size,host,port,ciphers_requested,ca_file,payload_bytes,use_hybrid,tcp_connect_time_ms,client_hello_time_ms,server_hello_time_ms,ecdh_time_ms,mlkem_encapsulation_time_ms,signature_verification_time_ms,key_derivation_time_ms,total_handshake_time_ms,handshake_time_ms,ping_ping_rtt_ms,bytes_sent,encrypt_time_ms,bytes_received,decrypt_time_ms,end_to_end_transfer_time_ms,throughput_bytes_per_sec,success
1.3,1,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.6284000119194388,0.12649991549551487,6.625100038945675,0.29390002600848675,0.24279998615384102,1.387599972076714,0.2943000290542841,15.945399994961917,15.945399994961917,0.6340999389067292,524288000,1034.3767000595108,524288000,1346.5527000371367,2380.9312999946997,220202909.6770525,True
1.3,2,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.6265999982133508,0.134900095872581,5.9635000070557,0.2848000731319189,0.24019996635615826,0.8675999706611037,0.278300023637712,15.01620002090931,15.01620002090931,0.4287998890504241,524288000,998.7790000159293,524288000,1395.7005999982357,2394.481100025587,218956833.6932781,True
1.3,3,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.7269999478012323,0.1273000380024314,6.37079996522516,0.27650000993162394,0.23939996026456356,1.0789999505504966,0.21269998978823423,15.314999967813492,15.314999967813492,0.444200006313622,524288000,1012.6397999702021,524288000,1381.225600023754,2393.866900005378,219013011.95936257,True
1.3,4,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.6327000446617603,0.13219995889812708,6.033399957232177,0.28110004495829344,0.23909995798021555,0.7990000303834677,0.20889996085315943,15.248100040480494,15.248100040480494,0.4317000275477767,524288000,1035.4399000061676,524288000,1384.3811000697315,2419.8296000249684,216663189.83559433,True
1.3,5,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.646200031042099,0.129799940623343,6.007599993608892,0.27550000231713057,0.23570004850625992,1.0220999829471111,0.2805000403895974,15.28280007187277,15.28280007187277,0.43000001460313797,524288000,996.1278999689966,524288000,1390.455499989912,2386.5848999703303,219681269.25068447,True
1.3,6,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.7687000324949622,0.24039996787905693,5.830399924889207,0.27489999774843454,0.24010008201003075,1.146900001913309,0.20789995323866606,15.05330007057637,15.05330007057637,0.44840003829449415,524288000,1002.2658000234514,524288000,1337.1613000053912,2339.428700041026,224109416.11120942,True
1.3,7,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.7388000376522541,0.12969993986189365,6.830900092609227,0.197900109924376,0.16480009071528912,0.9515000274404883,0.20779995247721672,16.600799979642034,16.600799979642034,0.5777000915259123,524288000,1037.5761999748647,524288000,1370.59089995455,2408.168699941598,217712322.23586115,True
1.3,8,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.6234999746084213,0.1273000380024314,6.70719996560365,0.20020001102238894,0.16769999638199806,0.8477999363094568,0.28520007617771626,15.422400087118149,15.422400087118149,0.5502999993041158,524288000,1018.1317999958992,524288000,1386.1645000288263,2404.2981000384316,218062810.0948129,True
1.3,9,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.6784999277442694,0.12900005094707012,6.365499924868345,0.2921000123023987,0.2509000478312373,1.1059000389650464,0.3065000055357814,16.214400064200163,16.214400064200163,0.5439999513328075,524288000,991.4408000186086,524288000,1357.577299932018,2349.0196999628097,223194381.8982449,True
1.3,10,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.6442999001592398,0.1314000692218542,6.198299932293594,0.27840002439916134,0.24099997244775295,1.167900045402348,0.29319990426301956,15.70619991980493,15.70619991980493,0.44890004210174084,524288000,1062.9552999744192,524288000,1375.3340999828652,2438.291099970229,215022726.3702851,True
1.3,11,524288000,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,524288000,True,0.6337999366223812,0.12800004333257675,6.316499901004136,0.2759000053629279,0.23370003327727318,0.7215000223368406,0.2106999745592475,14.94220003951341,14.94220003951341,0.4374999552965164,524288000,1057.7418999746442,524288000,1406.5126000205055,2464.2616000492126,212756632.6519594,True
