tls_version,run_index,file_size,host,port,ciphers_requested,cert_file,key_file,use_hybrid,client_hello_time_ms,server_hello_time_ms,ecdh_time_ms,mlkem_decapsulation_time_ms,signature_generation_time_ms,key_derivation_time_ms,total_handshake_time_ms,handshake_time_ms,bytes_received,per_recv_call_time_ms,decrypt_time_ms,bytes_sent,encrypt_time_ms,transfer_duration_ms,throughput_bytes_per_sec,success
1.3,1,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10439998004585505,0.09959994349628687,0.22899999748915434,0.42070006020367146,0.4483000375330448,0.23290002718567848,108.30730001907796,108.30730001907796,1024,[0.08909997995942831],0.12310000602155924,1024,0.04600000102072954,0.17180002760142088,5960418.134365486,True
1.3,2,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10519998613744974,0.09620003402233124,0.24670001585036516,0.5239000311121345,0.517600099556148,0.22839999292045832,107.60540002956986,107.60540002956986,1024,[0.11230004020035267],0.1599000534042716,1024,0.06290001329034567,0.22609997540712357,4528969.975145507,True
1.3,3,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10019994806498289,0.09840005077421665,0.21670002024620771,0.6172999273985624,0.6989999674260616,0.2894999925047159,109.42170000635087,109.42170000635087,1024,[0.1094000181183219],0.1561000244691968,1024,0.04650000482797623,0.20540005061775446,4985393.123907473,True
1.3,4,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10180007666349411,0.08949998300522566,0.21989992819726467,0.5411000456660986,0.4792999243363738,0.2237000735476613,105.88849999476224,105.88849999476224,1024,[0.10270008351653814],0.15020009595900774,1024,0.08040003012865782,0.23380003403872252,4379811.16730891,True
1.3,5,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.1058999914675951,0.09890005458146334,0.2277999883517623,0.5928999744355679,0.7085999241098762,0.29150000773370266,113.22659999132156,113.22659999132156,1024,[0.10880001354962587],0.14219991862773895,1024,0.04539999645203352,0.18989993259310722,5392313.65707798,True
1.3,6,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10130007285624743,0.09350001346319914,0.20849995780736208,0.5673000123351812,0.7787999929860234,0.2109999768435955,108.92919998150319,108.92919998150319,1024,[0.09339989628642797],0.13810000382363796,1024,0.0711000757291913,0.2172999083995819,4712381.185716,True
1.3,7,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.1066999975591898,0.10309997014701366,0.24159997701644897,0.7138000801205635,0.6384000880643725,0.3357999958097935,108.62440010532737,108.62440010532737,1024,[0.1569000305607915],0.20670006051659584,1024,0.06659992504864931,0.2769000129774213,3698085.7782895737,True
1.3,8,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10069995187222958,0.10960001964122057,0.21189998369663954,0.5518000107258558,0.44269999489188194,0.25779998395591974,107.61810000985861,107.61810000985861,1024,[0.1086000120267272],0.15540001913905144,1024,0.06590003613382578,0.22650009486824274,4520969.408845813,True
1.3,9,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10350008960813284,0.09719992522150278,0.22410007659345865,0.5508000031113625,0.3875000402331352,0.22769998759031296,108.10159996617585,108.10159996617585,1024,[0.089599983766675],0.13529998250305653,1024,0.08130003698170185,0.2196000423282385,4663022.780612294,True
1.3,10,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.1078000059351325,0.13050006236881018,0.206699944101274,0.5611999658867717,0.7319999858736992,0.2133999951183796,109.21659995801747,109.21659995801747,1024,[0.09129999671131372],0.13749999925494194,1024,0.07920002099126577,0.219999928958714,4654546.957568189,True
1.3,11,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.13459997717291117,0.13040006160736084,0.30099996365606785,0.32410002313554287,0.6563999922946095,0.28989999555051327,107.11290000472218,107.11290000472218,1024,[0.10459998156875372],0.13810000382363796,1024,0.04469999112188816,0.18550001550465822,5520215.172026687,True
1.3,12,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10579999070614576,0.09549991227686405,0.2196000423282385,0.5375000182539225,0.6256999913603067,0.22519996855407953,107.66550002153963,107.66550002153963,1024,[0.09240000508725643],0.13930001296103,1024,0.06449990905821323,0.20729994866997004,4939702.13967708,True
1.3,13,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.10039994958788157,0.0934000127017498,0.2106999745592475,0.5862000398337841,0.44049997813999653,0.21790002938359976,109.68950006645173,109.68950006645173,1024,[0.0934000127017498],0.14020001981407404,1024,0.062099890783429146,0.20589993800967932,4973289.501193837,True
1.3,14,1024,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,server_key.pem,True,0.11019990779459476,0.10080006904900074,0.21460000425577164,0.3695999039337039,0.5050000036135316,0.22090005222707987,110.56990001816303,110.56990001816303,1024,[0.11140003334730864],0.1569000305607915,1024,0.06310001481324434,0.22309995256364346,4589870.989362424,True
