tls_version,scope,metric,mean,std,n,runs,success_rate
1.3_hybrid,client,port,44330.0,0.0,16,16,1.0
1.3_hybrid,client,payload_bytes,1048576.0,0.0,16,16,1.0
1.3_hybrid,client,tcp_connect_time_ms,0.6580187473446131,0.04297565907302956,16,16,1.0
1.3_hybrid,client,client_hello_time_ms,0.12888747733086348,0.013471229945850009,16,16,1.0
1.3_hybrid,client,server_hello_time_ms,6.608100004086737,0.31088948835205155,16,16,1.0
1.3_hybrid,client,ecdh_time_ms,0.26273124967701733,0.03390443385053359,16,16,1.0
1.3_hybrid,client,mlkem_encapsulation_time_ms,0.2346187611692585,0.032059783089341834,16,16,1.0
1.3_hybrid,client,signature_verification_time_ms,1.1861499879159965,0.3594805726894154,16,16,1.0
1.3_hybrid,client,key_derivation_time_ms,0.2634312550071627,0.04157034815334039,16,16,1.0
1.3_hybrid,client,total_handshake_time_ms,15.768237492011394,0.5801993261118936,16,16,1.0
1.3_hybrid,client,handshake_time_ms,15.768237492011394,0.5801993261118936,16,16,1.0
1.3_hybrid,client,ping_ping_rtt_ms,0.4929374990751967,0.05026630363076716,16,16,1.0
1.3_hybrid,client,bytes_sent,1048576.0,0.0,16,16,1.0
1.3_hybrid,client,encrypt_time_ms,2.3987000167835504,0.1710098972530526,16,16,1.0
1.3_hybrid,client,bytes_received,1048576.0,0.0,16,16,1.0
1.3_hybrid,client,decrypt_time_ms,2.7822624979307875,0.13190494758468893,16,16,1.0
1.3_hybrid,client,end_to_end_transfer_time_ms,5.182000000786502,0.16355075081008666,16,16,1.0
1.3_hybrid,client,throughput_bytes_per_sec,202536435.6542396,6314199.927443186,16,16,1.0
1.3_hybrid,server,port,44330.0,0.0,16,16,1.0
1.3_hybrid,server,client_hello_time_ms,0.11505001020850614,0.015856899869936512,16,16,1.0
1.3_hybrid,server,server_hello_time_ms,0.11273122072452679,0.019251334398879997,16,16,1.0
1.3_hybrid,server,ecdh_time_ms,0.22348750644596294,0.01988451593747754,16,16,1.0
1.3_hybrid,server,mlkem_decapsulation_time_ms,0.5485625006258488,0.0848460876639464,16,16,1.0
1.3_hybrid,server,signature_generation_time_ms,0.8205687336158007,0.351654579443283,16,16,1.0
1.3_hybrid,server,key_derivation_time_ms,0.25993751478381455,0.04204544645295765,16,16,1.0
1.3_hybrid,server,total_handshake_time_ms,109.82306875666836,1.463411721741474,16,16,1.0
1.3_hybrid,server,handshake_time_ms,109.82306875666836,1.463411721741474,16,16,1.0
1.3_hybrid,server,bytes_received,1048576.0,0.0,16,16,1.0
1.3_hybrid,server,decrypt_time_ms,2.9618312400998548,0.19623801428743012,16,16,1.0
1.3_hybrid,server,bytes_sent,1048576.0,0.0,16,16,1.0
1.3_hybrid,server,encrypt_time_ms,2.365112493862398,0.08290999386453866,16,16,1.0
1.3_hybrid,server,transfer_duration_ms,5.3347812572610565,0.19106010547001817,16,16,1.0
1.3_hybrid,server,throughput_bytes_per_sec,196785056.89869356,6866932.734319724,16,16,1.0
