tls_version,run_index,file_size,host,port,ciphers_requested,ca_file,payload_bytes,use_hybrid,tcp_connect_time_ms,client_hello_time_ms,server_hello_time_ms,ecdh_time_ms,mlkem_encapsulation_time_ms,signature_verification_time_ms,key_derivation_time_ms,total_handshake_time_ms,handshake_time_ms,ping_ping_rtt_ms,bytes_sent,encrypt_time_ms,bytes_received,decrypt_time_ms,end_to_end_transfer_time_ms,throughput_bytes_per_sec,success
1.3,1,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6344999419525266,0.11620006989687681,6.472099921666086,0.2744999947026372,0.23990008048713207,0.8226999780163169,0.20569993648678064,15.234399936161935,15.234399936161935,0.45779999345541,104857600,219.30540003813803,104857600,249.51939994934946,468.82629999890924,223659807.48145732,True
1.3,2,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.8616999257355928,0.1357999863103032,7.189800031483173,0.2894999925047159,0.25619997177273035,1.30540004465729,0.3010999644175172,16.90940000116825,16.90940000116825,0.4483000375330448,104857600,221.21689992491156,104857600,237.19700006768107,458.4157000062987,228739111.68085918,True
1.3,3,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6406999891623855,0.12850004713982344,6.418799981474876,0.2660999307408929,0.24289998691529036,0.9200000204145908,0.2277999883517623,15.172100043855608,15.172100043855608,0.43619994539767504,104857600,200.77590004075319,104857600,225.4086999455467,426.18640000000596,246036945.33659106,True
1.3,4,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6214000750333071,0.12790004257112741,6.494299974292517,0.2701999619603157,0.23370003327727318,0.7890000706538558,0.20410004071891308,14.952600002288818,14.952600002288818,0.44070009607821703,104857600,210.19220002926886,104857600,242.29289998766035,452.487500035204,231735904.2887195,True
1.3,5,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6408999906852841,0.13870000839233398,6.9336999440565705,0.2883999841287732,0.24780002422630787,1.173199969343841,0.21520000882446766,16.304000047966838,16.304000047966838,0.444200006313622,104857600,212.0910999365151,104857600,258.4210999775678,470.5135999247432,222857745.27404004,True
1.3,6,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6436000112444162,0.130399945192039,6.156699964776635,0.21160009782761335,0.16470008995383978,1.178200007416308,0.2880999818444252,15.641900012269616,15.641900012269616,0.4414001014083624,104857600,219.21310003381222,104857600,252.95999995432794,472.1750000026077,222073595.59362715,True
1.3,7,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6663000676780939,0.12410001363605261,6.923399982042611,0.2840000670403242,0.268499949015677,0.8013999322429299,0.31050003599375486,15.587500063702464,15.587500063702464,0.4552999744191766,104857600,194.38700005412102,104857600,254.53559996094555,448.9243000280112,233575237.5031988,True
1.3,8,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6457000272348523,0.1330999657511711,6.341799977235496,0.1895000459626317,0.17280003521591425,0.9052000241354108,0.3253999166190624,14.95079998858273,14.95079998858273,0.5097000394016504,104857600,223.37520006112754,104857600,258.77309998031706,482.15060005895793,217478937.05240208,True
1.3,9,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.611600000411272,0.13070006389170885,6.193300010636449,0.33219996839761734,0.24009996559470892,1.4998000115156174,0.29090000316500664,15.783400041982532,15.783400041982532,0.5216000135987997,104857600,186.31400004960597,104857600,256.8207000149414,443.13650007825345,236625960.58208522,True
1.3,10,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6444000173360109,0.12470001820474863,6.597299943678081,0.2661000471562147,0.2463000128045678,0.8350000716745853,0.2885999856516719,15.318899997510016,15.318899997510016,0.5326000973582268,104857600,203.01040005870163,104857600,259.4188000075519,462.43109996430576,226752915.2085441,True
1.3,11,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6585000082850456,0.1284000463783741,6.176599999889731,0.27279998175799847,0.24049996864050627,0.9196000173687935,0.3002999583259225,15.56859991978854,15.56859991978854,0.5347999976947904,104857600,212.48560003004968,104857600,256.98810000903904,469.4761000573635,223350240.8049906,True
1.3,12,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6359999533742666,0.1346999779343605,6.836900021880865,0.2706999657675624,0.2723999787122011,1.2333999620750546,0.24800002574920654,16.901800059713423,16.901800059713423,0.5674998974427581,104857600,207.63029996305704,104857600,231.66180006228387,439.29400003980845,238695725.39232928,True
1.3,13,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.60889997985214,0.1829999964684248,5.985999945551157,0.27489999774843454,0.2738999901339412,1.2353999773040414,0.2888999879360199,15.243500005453825,15.243500005453825,0.5170999793335795,104857600,188.63150000106543,104857600,248.69059992488474,437.32369993813336,239771135.23651665,True
1.3,14,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.7862000493332744,0.13139995280653238,6.406800006516278,0.25079993065446615,0.18580001778900623,0.9216999169439077,0.2487000310793519,15.604599961079657,15.604599961079657,0.6082999752834439,104857600,217.3105999827385,104857600,268.35939998272806,485.67139997612685,215902357.03637123,True
1.3,15,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.6394999800249934,0.1249000197276473,6.668199901469052,0.1927000703290105,0.16169995069503784,0.7801000028848648,0.2794000320136547,15.521200024522841,15.521200024522841,0.5326999817043543,104857600,199.48379998095334,104857600,257.1612000465393,456.64700004272163,229625071.42320007,True
1.3,16,104857600,127.0.0.1,44330,AESGCM:CHACHA20:AES256:AES128,server_cert.pem,104857600,True,0.701499986462295,0.12350000906735659,6.637800019234419,0.2940000267699361,0.25349995121359825,0.9768999880179763,0.3144999500364065,17.164899967610836,17.164899967610836,0.5393000319600105,104857600,218.8116000033915,104857600,246.51169998105615,465.3358000796288,225337487.42748064,True
